site,year,pre_post_fire,pre_post_thin,postTime,plotid,obs,species,status,lifeform,layer_code,percent,notes
Valentine,2019,prefire,prethin,,VR13,,ABCO,live,TOV,TSA,0.5,
bearmountain,2019,prefire,,,BM12,nr,ABCO,live,TR,TSE,1.5,
bearmountain,2019,prefire,,,BM12,nr,ABCO,dead,TR,TOV,0.05,
bearmountain,2019,prefire,,,BM25,nr,ABCO,live,TR,TSE,2,
bearmountain,2021,postfire,,2yr,BM12,"km, ag",ABCO,dead,TR,TOV,0.05,
bearmountain,2021,postfire,,2yr,BM26,km,ABCO,dead,TR,TSE,0.25,
BlissSP,2019,prefire,,,bliss1,ag,ABCO,live,TR,TOV,33,
BlissSP,2019,prefire,,,bliss1,ag,ABCO,dead,TR,TOV,1,
BlissSP,2019,prefire,,,bliss10,ms,ABCO,live,TR,TOV,20,
BlissSP,2019,prefire,,,bliss10,ms,ABCO,dead,TR,TOV,0,
BlissSP,2019,prefire,,,bliss10,ms,ABCO,live,TR,TSA,0.05,
BlissSP,2019,prefire,,,bliss10,ms,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss10,ms,ABCO,dead,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss11,ms,ABCO,live,TR,TOV,30,
BlissSP,2019,prefire,,,bliss11,ms,ABCO,dead,TR,TOV,1,
BlissSP,2019,prefire,,,bliss11,ms,ABCO,live,TR,TSA,0.05,
BlissSP,2019,prefire,,,bliss11,ms,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss12,ms,ABCO,live,TR,TOV,1,
BlissSP,2019,prefire,,,bliss12,ms,ABCO,dead,TR,TSA,1,
BlissSP,2019,prefire,,,bliss12,ms,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss13,ms,ABCO,live,TR,TOV,25,
BlissSP,2019,prefire,,,bliss13,ms,ABCO,dead,TR,TOV,0.05,
BlissSP,2019,prefire,,,bliss13,ms,ABCO,live,TR,TSA,0.05,
BlissSP,2019,prefire,,,bliss13,ms,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss14,ms,ABCO,live,TR,TOV,13,
BlissSP,2019,prefire,,,bliss14,ms,ABCO,dead,TR,TOV,10,
BlissSP,2019,prefire,,,bliss14,ms,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss15,ag,ABCO,live,TR,TOV,25,
BlissSP,2019,prefire,,,bliss15,ag,ABCO,live,TR,TSA,0.05,
BlissSP,2019,prefire,,,bliss15,ag,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss15,ag,ABCO,dead,TR,TOV,2,
BlissSP,2019,prefire,,,bliss2,ag,ABCO,live,TR,TOV,39,
BlissSP,2019,prefire,,,bliss2,ag,ABCO,dead,TR,TOV,0.05,
BlissSP,2019,prefire,,,bliss2,ag,ABCO,dead,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss3,ag,ABCO,live,TR,TOV,33,
BlissSP,2019,prefire,,,bliss3,ag,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss3,ag,ABCO,dead,TR,TOV,0.05,
BlissSP,2019,prefire,,,bliss4,ag,ABCO,dead,TR,TOV,0.05,
BlissSP,2019,prefire,,,bliss4,ag,ABCO,live,TR,TOV,12,
BlissSP,2019,prefire,,,bliss4,ag,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss5,ag,ABCO,live,TR,TOV,8,
BlissSP,2019,prefire,,,bliss5,ag,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss6,nr,ABCO,live,TR,TSA,0.05,
BlissSP,2019,prefire,,,bliss6,nr,ABCO,live,TR,TOV,4,
BlissSP,2019,prefire,,,bliss6,nr,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss7,nr,ABCO,live,TR,TSE,0.05,
BlissSP,2019,prefire,,,bliss7,nr,ABCO,live,TR,TOV,32,
BlissSP,2019,prefire,,,bliss7,nr,ABCO,dead,TR,TSA,0.05,
BlissSP,2019,prefire,,,bliss8,nr,ABCO,live,TR,TOV,2,
BlissSP,2019,prefire,,,bliss8,nr,ABCO,live,TR,TSE,6,
BlissSP,2019,prefire,,,bliss9,nr,ABCO,live,TR,TOV,5,
BlissSP,2019,prefire,,,bliss9,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton1,ag,ABCO,live,TR,TOV,33,
BurtonSP,2019,prefire,,,burton1,ag,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton1,ag,ABCO,dead,TR,TOV,0.05,
BurtonSP,2019,prefire,,,burton10,nr,ABCO,live,TR,TOV,20,
BurtonSP,2019,prefire,,,burton11,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton11,nr,ABCO,dead,TR,TOV,0.5,
BurtonSP,2019,prefire,,,burton11,nr,ABCO,live,TR,TOV,16,
BurtonSP,2019,prefire,,,burton12,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton12,nr,ABCO,dead,TR,TOV,2,
BurtonSP,2019,prefire,,,burton13,nr,ABCO,live,TR,TOV,50,
BurtonSP,2019,prefire,,,burton13,nr,ABCO,live,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton13,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton14,nr,ABCO,live,TR,TOV,30,
BurtonSP,2019,prefire,,,burton14,nr,ABCO,dead,TR,TOV,0.05,
BurtonSP,2019,prefire,,,burton14,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton15,nr,ABCO,live,TR,TOV,31,
BurtonSP,2019,prefire,,,burton15,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton16,nr,ABCO,live,TR,TOV,15,
BurtonSP,2019,prefire,,,burton16,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton16,nr,ABCO,live,TR,TSA,0.5,
BurtonSP,2019,prefire,,,burton17,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton17,nr,ABCO,dead,TR,TOV,0.5,
BurtonSP,2019,prefire,,,burton17,nr,ABCO,live,TR,TOV,30,
BurtonSP,2019,prefire,,,burton18,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton18,nr,ABCO,live,TR,TOV,28,
BurtonSP,2019,prefire,,,burton18,nr,ABCO,dead,TR,TOV,0.05,
BurtonSP,2019,prefire,,,burton18,nr,ABCO,live,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton19,nr,ABCO,live,TR,TSE,1,
BurtonSP,2019,prefire,,,burton19,nr,ABCO,live,TR,TSA,3,
BurtonSP,2019,prefire,,,burton19,nr,ABCO,live,TR,TOV,61,
BurtonSP,2019,prefire,,,burton2,ag,ABCO,live,TR,TOV,46,
BurtonSP,2019,prefire,,,burton2,ag,ABCO,live,TR,TSE,4,
BurtonSP,2019,prefire,,,burton2,ag,ABCO,dead,TR,TOV,0.5,
BurtonSP,2019,prefire,,,burton2,ag,ABCO,live,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton20,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton21,nr,ABCO,live,TR,TSE,5,
BurtonSP,2019,prefire,,,burton21,nr,ABCO,dead,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton21,nr,ABCO,dead,TR,TOV,0.05,
BurtonSP,2019,prefire,,,burton21,nr,ABCO,live,TR,TOV,60,
BurtonSP,2019,prefire,,,burton22,nr,ABCO,live,TR,TOV,70,
BurtonSP,2019,prefire,,,burton22,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton22,nr,ABCO,live,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton23,nr,ABCO,live,TR,TOV,39,
BurtonSP,2019,prefire,,,burton23,nr,ABCO,live,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton23,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton24,nr,ABCO,live,TR,TOV,0.05,
BurtonSP,2019,prefire,,,burton24,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton3,ag,ABCO,live,TR,TOV,35,
BurtonSP,2019,prefire,,,burton3,ag,ABCO,live,TR,TSA,4,
BurtonSP,2019,prefire,,,burton3,ag,ABCO,live,TR,TSE,4,
BurtonSP,2019,prefire,,,burton3,ag,ABCO,dead,TR,TOV,0.05,
BurtonSP,2019,prefire,,,burton3,ag,ABCO,dead,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton3,ag,ABCO,dead,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton4,nr,ABCO,live,TR,TOV,30,
BurtonSP,2019,prefire,,,burton4,nr,ABCO,live,TR,TSE,5,
BurtonSP,2019,prefire,,,burton4,nr,ABCO,live,TR,TSA,15,
BurtonSP,2019,prefire,,,burton4,nr,ABCO,dead,TR,TOV,0.05,
BurtonSP,2019,prefire,,,burton4,nr,ABCO,dead,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton5,ag,ABCO,live,TR,TOV,40,
BurtonSP,2019,prefire,,,burton5,ag,ABCO,live,TR,TSA,1,
BurtonSP,2019,prefire,,,burton5,ag,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton6,ag,ABCO,live,TR,TOV,46,
BurtonSP,2019,prefire,,,burton6,ag,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton6,ag,ABCO,live,TR,TSA,1.5,
BurtonSP,2019,prefire,,,burton6,ag,ABCO,dead,TR,TOV,1,
BurtonSP,2019,prefire,,,burton6,ag,ABCO,dead,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton7,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton7,nr,ABCO,live,TR,TSA,0.05,
BurtonSP,2019,prefire,,,burton7,nr,ABCO,live,TR,TOV,26,
BurtonSP,2019,prefire,,,burton8,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2019,prefire,,,burton8,nr,ABCO,live,TR,TOV,23,
BurtonSP,2019,prefire,,,burton9,nr,ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton09,km,ABCO,live,TR,TSE,0.5,
BurtonSP,2020,postfire,,1yr,Burton09,km,ABCO,live,TR,TSA,0.75,
BurtonSP,2020,postfire,,1yr,Burton09,km,ABCO,live,TR,TOV,25,
BurtonSP,2020,postfire,,1yr,Burton09,km,ABCO,dead,TR,TOV,1,
BurtonSP,2020,postfire,,1yr,Burton08,km,ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton08,km,ABCO,dead,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton08,km,ABCO,live,TR,TOV,23,
BurtonSP,2020,postfire,,1yr,Burton08,km,ABCO,dead,TR,TOV,0.25,
BurtonSP,2020,postfire,,1yr,Burton31,km,ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton31,km,ABCO,live,TR,TSA,0.25,
BurtonSP,2020,postfire,,1yr,Burton31,km,ABCO,live,TR,TOV,53,
BurtonSP,2020,postfire,,1yr,Burton27,km,ABCO,live,TR,TSE,0.5,
BurtonSP,2020,postfire,,1yr,Burton27,km,ABCO,dead,TR,TSE,0.25,
BurtonSP,2020,postfire,,1yr,Burton27,km,ABCO,live,TR,TOV,5,
BurtonSP,2020,postfire,,1yr,Burton34,km,ABCO,live,TR,TSE,0.5,
BurtonSP,2020,postfire,,1yr,Burton34,km,ABCO,live,TR,TSA,1,
BurtonSP,2020,postfire,,1yr,Burton34,km,ABCO,live,TR,TOV,58,
BurtonSP,2020,postfire,,1yr,Burton34,km,ABCO,dead,TR,TOV,0.5,
BurtonSP,2020,postfire,,1yr,Burton45,km,ABCO,live,TR,TSE,1.5,
BurtonSP,2020,postfire,,1yr,Burton45,km,ABCO,live,TR,TSA,0.75,
BurtonSP,2020,postfire,,1yr,Burton45,km,ABCO,live,TR,TOV,30,
BurtonSP,2020,postfire,,1yr,Burton45,km,ABCO,dead,TR,TOV,2,
BurtonSP,2020,postfire,,1yr,Burton46,km,ABCO,live,TR,TSE,0.25,
BurtonSP,2020,postfire,,1yr,Burton46,km,ABCO,live,TR,TSA,0.25,
BurtonSP,2020,postfire,,1yr,Burton46,km,ABCO,live,TR,TOV,13,
BurtonSP,2020,postfire,,1yr,Burton46,km,ABCO,dead,TR,TOV,0.25,
BurtonSP,2020,postfire,,1yr,Burton40,km,ABCO,live,TR,TSE,0.25,
BurtonSP,2020,postfire,,1yr,Burton40,km,ABCO,dead,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton40,km,ABCO,dead,TR,TSA,0.25,
BurtonSP,2020,postfire,,1yr,Burton40,km,ABCO,live,TR,TSA,0.5,added during QAQC using regen data
BurtonSP,2020,postfire,,1yr,Burton40,km,ABCO,live,TR,TOV,37,
BurtonSP,2020,postfire,,1yr,Burton40,km,ABCO,dead,TR,TOV,15,
BurtonSP,2020,postfire,,1yr,Burton07,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton07,"vs, mm",ABCO,dead,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton07,"vs, mm",ABCO,live,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton07,"vs, mm",ABCO,dead,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton07,"vs, mm",ABCO,live,TR,TOV,18,
BurtonSP,2020,postfire,,1yr,Burton07,"vs, mm",ABCO,dead,TR,TOV,0.05,
BurtonSP,2020,postfire,,1yr,Burton14,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton14,"vs, mm",ABCO,dead,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton14,"vs, mm",ABCO,live,TR,TOV,19,
BurtonSP,2020,postfire,,1yr,Burton14,"vs, mm",ABCO,dead,TR,TOV,1,
BurtonSP,2020,postfire,,1yr,Burton38,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton38,"vs, mm",ABCO,live,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton38,"vs, mm",ABCO,live,TR,TOV,24,
BurtonSP,2020,postfire,,1yr,Burton39,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton39,"vs, mm",ABCO,dead,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton39,"vs, mm",ABCO,live,TR,TOV,32,
BurtonSP,2020,postfire,,1yr,Burton39,"vs, mm",ABCO,dead,TR,TOV,1,
BurtonSP,2020,postfire,,1yr,Burton32,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton32,"vs, mm",ABCO,live,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton32,"vs, mm",ABCO,live,TR,TOV,23,
BurtonSP,2020,postfire,,1yr,Burton28,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton28,"vs, mm",ABCO,live,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton28,"vs, mm",ABCO,live,TR,TOV,15,
BurtonSP,2020,postfire,,1yr,Burton28,"vs, mm",ABCO,dead,TR,TOV,0.05,
BurtonSP,2020,postfire,,1yr,Burton29,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton29,"vs, mm",ABCO,dead,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton29,"vs, mm",ABCO,live,TR,TOV,40,
BurtonSP,2020,postfire,,1yr,Burton30,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton30,"vs, mm",ABCO,live,TR,TSA,1,
BurtonSP,2020,postfire,,1yr,Burton30,"vs, mm",ABCO,dead,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton30,"vs, mm",ABCO,live,TR,TOV,15,
BurtonSP,2020,postfire,,1yr,Burton25,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton25,"vs, mm",ABCO,live,TR,TSA,0.25,added during QAQC from regen data
BurtonSP,2020,postfire,,1yr,Burton25,"vs, mm",ABCO,dead,TR,TOV,0.05,
BurtonSP,2020,postfire,,1yr,Burton35,"vs, mm",ABCO,live,TR,TSA,0.05,added during QAQC from regen data (noted one was in macroplot)
BurtonSP,2020,postfire,,1yr,Burton35,"vs, mm",ABCO,live,TR,TOV,3,
BurtonSP,2020,postfire,,1yr,Burton35,"vs, mm",ABCO,dead,TR,TOV,1,
BurtonSP,2020,postfire,,1yr,Burton36,"vs, mm",ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton36,"vs, mm",ABCO,live,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton36,"vs, mm",ABCO,dead,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton36,"vs, mm",ABCO,dead,TR,TOV,3,
BurtonSP,2020,postfire,,1yr,Burton26,"vs, mm",ABCO,live,TR,TSE,0.05,L
BurtonSP,2020,postfire,,1yr,Burton26,"vs, mm",ABCO,live,TR,TSA,1,M
BurtonSP,2020,postfire,,1yr,Burton26,"vs, mm",ABCO,dead,TR,TSA,0.05,M
BurtonSP,2020,postfire,,1yr,Burton26,"vs, mm",ABCO,live,TR,TOV,20,H
BurtonSP,2020,postfire,,1yr,Burton43,"vs, mm",ABCO,live,TR,TSE,0.05,L
BurtonSP,2020,postfire,,1yr,Burton43,"vs, mm",ABCO,live,TR,TSA,0.05,M
BurtonSP,2020,postfire,,1yr,Burton43,"vs, mm",ABCO,live,TR,TOV,23,H
BurtonSP,2020,postfire,,1yr,Burton43,"vs, mm",ABCO,dead,TR,TOV,0.05,H
BurtonSP,2020,postfire,,1yr,Burton43,"vs, mm",ABCO,dead,TR,TOV,0.05,H
BurtonSP,2020,postfire,,1yr,Burton44,"vs, mm",ABCO,live,TR,TSE,0.05,L
BurtonSP,2020,postfire,,1yr,Burton44,"vs, mm",ABCO,live,TR,TOV,29,H
BurtonSP,2020,postfire,,1yr,Burton44,"vs, mm",ABCO,dead,TR,TOV,0.05,H
BurtonSP,2020,postfire,,1yr,Burton47,"vs, mm",ABCO,live,TR,TSE,0.05,L
BurtonSP,2020,postfire,,1yr,Burton47,"vs, mm",ABCO,live,TR,TSA,0.05,M
BurtonSP,2020,postfire,,1yr,Burton47,"vs, mm",ABCO,live,TR,TOV,25,H
BurtonSP,2020,postfire,,1yr,Burton37,km,ABCO,live,TR,TSE,0.05,
BurtonSP,2020,postfire,,1yr,Burton37,km,ABCO,dead,TR,TSA,0.05,
BurtonSP,2020,postfire,,1yr,Burton37,km,ABCO,live,TR,TSA,1,
calaveras,2020,prefire,,,BigTrees22,"ag, lh",ABCO,live,TR,TOV,20,
calaveras,2020,prefire,,,BigTrees22,"ag, lh",ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees22,"ag, lh",ABCO,live,TR,TSE,5,
calaveras,2020,prefire,,,BigTrees24,ag,ABCO,live,TR,TOV,1,
calaveras,2020,prefire,,,BigTrees24,ag,ABCO,live,TR,TSE,5,
calaveras,2020,prefire,,,BigTrees24,ag,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees24,ag,ABCO,dead,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees36,ag,ABCO,live,TR,TOV,12,
calaveras,2020,prefire,,,BigTrees36,ag,ABCO,live,TR,TSE,12,
calaveras,2020,prefire,,,BigTrees36,ag,ABCO,dead,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees36,ag,ABCO,live,TR,TSA,1,
calaveras,2020,prefire,,,BigTrees36,ag,ABCO,dead,TR,TSA,0.5,
calaveras,2020,prefire,,,BigTrees27,km,ABCO,dead,TR,TOV,3,
calaveras,2020,prefire,,,BigTrees27,km,ABCO,live,TR,TSE,4,
calaveras,2020,prefire,,,BigTrees27,km,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees27,km,ABCO,live,TR,TOV,7,
calaveras,2020,prefire,,,BigTrees25,km,ABCO,live,TR,TSA,2,
calaveras,2020,prefire,,,BigTrees25,km,ABCO,live,TR,TSE,2,
calaveras,2020,prefire,,,BigTrees25,km,ABCO,live,TR,TOV,16,
calaveras,2020,prefire,,,BigTrees29,km,ABCO,live,TR,TSE,1.5,
calaveras,2020,prefire,,,BigTrees29,km,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees01,km,ABCO,live,TR,TOV,20,
calaveras,2020,prefire,,,BigTrees01,km,ABCO,dead,TR,TOV,0.05,
calaveras,2020,prefire,,,BigTrees01,km,ABCO,live,TR,TSA,1.5,
calaveras,2020,prefire,,,BigTrees01,km,ABCO,live,TR,TSE,3,
calaveras,2020,prefire,,,BigTrees01,km,ABCO,dead,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees35,km,ABCO,live,TR,TSE,4,
calaveras,2020,prefire,,,BigTrees35,km,ABCO,dead,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees35,km,ABCO,live,TR,TSA,1,
calaveras,2020,prefire,,,BigTrees35,km,ABCO,live,TR,TOV,11,
calaveras,2020,prefire,,,BigTrees06,km,ABCO,live,TR,TSE,1,
calaveras,2020,prefire,,,BigTrees06,km,ABCO,live,TR,TSA,0.25,
calaveras,2020,prefire,,,BigTrees06,km,ABCO,dead,TR,TOV,0.05,
calaveras,2020,prefire,,,BigTrees32,km,ABCO,live,TR,TOV,7,
calaveras,2020,prefire,,,BigTrees32,km,ABCO,dead,TR,TOV,0.25,
calaveras,2020,prefire,,,BigTrees32,km,ABCO,live,TR,TSA,1,
calaveras,2020,prefire,,,BigTrees32,km,ABCO,live,TR,TSE,6,
calaveras,2020,prefire,,,BigTrees32,km,ABCO,dead,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees14,km,ABCO,live,TR,TSE,22,
calaveras,2020,prefire,,,BigTrees14,km,ABCO,live,TR,TSA,50,
calaveras,2020,prefire,,,BigTrees14,km,ABCO,live,TR,TOV,3,
calaveras,2020,prefire,,,BigTrees05,km,ABCO,live,TR,TSE,17,
calaveras,2020,prefire,,,BigTrees05,km,ABCO,live,TR,TSA,35,
calaveras,2020,prefire,,,BigTrees05,km,ABCO,dead,TR,TOV,1.5,
calaveras,2020,prefire,,,BigTrees34,km,ABCO,live,TR,TSE,2,
calaveras,2020,prefire,,,BigTrees34,km,ABCO,dead,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees34,km,ABCO,live,TR,TSA,1,
calaveras,2020,prefire,,,BigTrees34,km,ABCO,live,TR,TOV,35,
calaveras,2020,prefire,,,BigTrees34,km,ABCO,dead,TR,TOV,8,
calaveras,2020,prefire,,,BigTrees21,vs,ABCO,live,TR,TSE,0.05,TOV
calaveras,2020,prefire,,,BigTrees21,vs,ABCO,dead,TR,TOV,4,
calaveras,2020,prefire,,,BigTrees23,vs,ABCO,live,TR,TSE,2,
calaveras,2020,prefire,,,BigTrees23,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees23,vs,ABCO,live,TR,TOV,22,
calaveras,2020,prefire,,,BigTrees23,vs,ABCO,dead,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees20,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees20,vs,ABCO,live,TR,TSA,1,
calaveras,2020,prefire,,,BigTrees20,vs,ABCO,live,TR,TOV,12,
calaveras,2020,prefire,,,BigTrees28,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees28,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees19,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees19,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees19,vs,ABCO,live,TR,TOV,13,
calaveras,2020,prefire,,,BigTrees18,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees18,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees18,vs,ABCO,live,TR,TOV,13,
calaveras,2020,prefire,,,BigTrees18,vs,ABCO,dead,TR,TOV,1,
calaveras,2020,prefire,,,BigTrees17,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees17,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees17,vs,ABCO,live,TR,TOV,8,
calaveras,2020,prefire,,,BigTrees09,vs,ABCO,live,TR,TSE,1,
calaveras,2020,prefire,,,BigTrees09,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees09,vs,ABCO,live,TR,TOV,7,
calaveras,2020,prefire,,,BigTrees09,vs,ABCO,live,TR,TOV,7,
calaveras,2020,prefire,,,BigTrees09,vs,ABCO,dead,TR,TOV,0.05,
calaveras,2020,prefire,,,BigTrees08,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees08,vs,ABCO,live,TR,TSA,38,
calaveras,2020,prefire,,,BigTrees08,vs,ABCO,live,TR,TOV,15,
calaveras,2020,prefire,,,BigTrees02,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees02,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees02,vs,ABCO,live,TR,TOV,9,
calaveras,2020,prefire,,,BigTrees02,vs,ABCO,dead,TR,TOV,0.05,
calaveras,2020,prefire,,,BigTrees03,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees03,vs,ABCO,live,TR,TOV,8,
calaveras,2020,prefire,,,BigTrees03,vs,ABCO,dead,TR,TOV,0.05,
calaveras,2020,prefire,,,BigTrees31,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees30,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees30,vs,ABCO,live,TR,TSA,1,
calaveras,2020,prefire,,,BigTrees30,vs,ABCO,live,TR,TOV,8,
calaveras,2020,prefire,,,BigTrees30,vs,ABCO,dead,TR,TOV,1,
calaveras,2020,prefire,,,BigTrees13,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees13,vs,ABCO,live,TR,TSA,2,
calaveras,2020,prefire,,,BigTrees13,vs,ABCO,live,TR,TOV,18,
calaveras,2020,prefire,,,BigTrees11,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees12,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees12,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees12,vs,ABCO,live,TR,TOV,20,
calaveras,2020,prefire,,,BigTrees12,vs,ABCO,dead,TR,TOV,1,
calaveras,2020,prefire,,,BigTrees10,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees10,vs,ABCO,live,TR,TSA,0.05,
calaveras,2020,prefire,,,BigTrees10,vs,ABCO,live,TR,TOV,12,
calaveras,2020,prefire,,,BigTrees10,vs,ABCO,dead,TR,TOV,0.05,
calaveras,2020,prefire,,,BigTrees07,vs,ABCO,live,TR,TSE,0.05,
calaveras,2020,prefire,,,BigTrees07,vs,ABCO,live,TR,TSA,2,
calaveras,2020,prefire,,,BigTrees07,vs,ABCO,live,TR,TOV,18,
