plot_id,fuel_size,time,mass,treatment_type
springs28,mass_1hr,preburn_mass,0.0217990229268293,2010rx
springs28,mass_1hr,postburn_mass,0,2010rx
springs28,mass_10hr,preburn_mass,0.0695355146341463,2010rx
springs28,mass_10hr,postburn_mass,0.0695355146341463,2010rx
springs28,mass_100hr,preburn_mass,1.93688890243902,2010rx
springs28,mass_100hr,postburn_mass,0,2010rx
springs28,mass_cwd_sound,preburn_mass,0,2010rx
springs28,mass_cwd_sound,postburn_mass,0,2010rx
springs28,mass_cwd_rotten,preburn_mass,0,2010rx
springs28,mass_cwd_rotten,postburn_mass,0,2010rx
springs29,mass_1hr,preburn_mass,0.0145326819512195,2010rx
springs29,mass_1hr,postburn_mass,0.0108995114634146,2010rx
springs29,mass_10hr,preburn_mass,0.973497204878049,2010rx
springs29,mass_10hr,postburn_mass,0.834426175609756,2010rx
springs29,mass_100hr,preburn_mass,1.66019048780488,2010rx
springs29,mass_100hr,postburn_mass,0,2010rx
springs29,mass_cwd_sound,preburn_mass,0.166746026856945,2010rx
springs29,mass_cwd_sound,postburn_mass,0,2010rx
springs29,mass_cwd_rotten,preburn_mass,0,2010rx
springs29,mass_cwd_rotten,postburn_mass,0,2010rx
springs3,mass_1hr,preburn_mass,0.0145326819512195,control
springs3,mass_1hr,postburn_mass,0.00363317048780488,control
springs3,mass_10hr,preburn_mass,0.695355146341463,control
springs3,mass_10hr,postburn_mass,0.208606543902439,control
springs3,mass_100hr,preburn_mass,1.66019048780488,control
springs3,mass_100hr,postburn_mass,0.276698414634146,control
springs3,mass_cwd_sound,preburn_mass,0,control
springs3,mass_cwd_sound,postburn_mass,0,control
springs3,mass_cwd_rotten,preburn_mass,0,control
springs3,mass_cwd_rotten,postburn_mass,0,control
springs30,mass_1hr,preburn_mass,0.00363317048780488,2010rx
springs30,mass_1hr,postburn_mass,0.00363317048780488,2010rx
springs30,mass_10hr,preburn_mass,1.0430327195122,2010rx
springs30,mass_10hr,postburn_mass,0.278142058536585,2010rx
springs30,mass_100hr,preburn_mass,0.830095243902439,2010rx
springs30,mass_100hr,postburn_mass,0,2010rx
springs30,mass_cwd_sound,preburn_mass,0.048288442166717,2010rx
springs30,mass_cwd_sound,postburn_mass,0,2010rx
springs30,mass_cwd_rotten,preburn_mass,0,2010rx
springs30,mass_cwd_rotten,postburn_mass,0,2010rx
springs4,mass_1hr,preburn_mass,0.0472312163414634,control
springs4,mass_1hr,postburn_mass,0.0181658524390244,control
springs4,mass_10hr,preburn_mass,0.347677573170732,control
springs4,mass_10hr,postburn_mass,0.278142058536585,control
springs4,mass_100hr,preburn_mass,1.93688890243902,control
springs4,mass_100hr,postburn_mass,0.830095243902439,control
springs4,mass_cwd_sound,preburn_mass,0.109403501783968,control
springs4,mass_cwd_sound,postburn_mass,0,control
springs4,mass_cwd_rotten,preburn_mass,0.0353165821365933,control
springs4,mass_cwd_rotten,postburn_mass,0,control
