site,year,plotid,pre_post_fire,obs,species,status,lifeform,layer_code,percent,notes,collected,pic,
shaverlake,2021,SHAVER020,prefire,sb,ceacor,dead,sh,,0.25,,,,
shaverlake,2021,SHAVER020,prefire,sb,yp,dead,tr,TSA,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,galium sp,live,fb,,tr,pretty sure same one as at SHAVER 017,,,
shaverlake,2021,SHAVER020,prefire,sb,tall phacelia,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,pteand,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,gayeri,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,allophyllum,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,arasuf,live,fb,,tr,arabis suffrectans,,,
shaverlake,2021,SHAVER020,prefire,sb,potgla,live,fb,,0.5,,,,
shaverlake,2021,SHAVER020,prefire,sb,sticky tube,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,asters1,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,galium,live,fb,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,elygla,live,gr,,14,,,,
shaverlake,2021,SHAVER020,prefire,sb,tall festuca,live,gr,,3,,,,
shaverlake,2021,SHAVER020,prefire,sb,ceacor,live,sh,,37,,,,
shaverlake,2021,SHAVER020,prefire,sb,arcpat,live,sh,,2,,,,
shaverlake,2021,SHAVER020,prefire,sb,symmol,live,sh,,0.75,,,,
shaverlake,2021,SHAVER020,prefire,sb,ribroe,live,sh,,1.5,,,,
shaverlake,2021,SHAVER020,prefire,sb,rubleu,live,sh,,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,pije,live,tr,TOV,20,,,,
shaverlake,2021,SHAVER020,prefire,sb,samnig,live,tr,TOV,3.75,,,,
shaverlake,2021,SHAVER020,prefire,sb,abco,live,tr,TOV,1.5,,,,
shaverlake,2021,SHAVER020,prefire,sb,abco,live,tr,TSA,3,,,,
shaverlake,2021,SHAVER020,prefire,sb,abco,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER020,prefire,sb,samnig,live,tr,TSE,tr,resprout,,,
shaverlake,2021,SHAVER021,prefire,km,ribes sp,dead,sh,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,cade,dead,tr,TOV,0.75,,,,
shaverlake,2021,SHAVER021,prefire,km,abco,dead,tr,TOV,,,,,
shaverlake,2021,SHAVER021,prefire,km,abco,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,moss,live,fb,,2,,,,
shaverlake,2021,SHAVER021,prefire,km,potgla,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,asters1,live,fb,,0.25,,,,
shaverlake,2021,SHAVER021,prefire,km,lotpur,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,hortri,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,boerep,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,erycap,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,pselut,live,fb,,tr,pseudpghathalium luteoalbum,,,
shaverlake,2021,SHAVER021,prefire,km,sillem,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,onagraceae,live,fb,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,galbol,live,fb,,tr,4 lvs/whorl,,,
shaverlake,2021,SHAVER021,prefire,km,pteaqu,live,fern,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,curly carex,live,gr,,tr,also redcars1,,,
shaverlake,2021,SHAVER021,prefire,km,carmul,live,gr,,0.25,,,,
shaverlake,2021,SHAVER021,prefire,km,brotec,live,gr,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,bromus2,live,gr,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,poa,live,gr,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,arcpat,live,sh,,0.75,,,,
shaverlake,2021,SHAVER021,prefire,km,ribroe,live,sh,,0.75,,,,
shaverlake,2021,SHAVER021,prefire,km,ribmon,live,sh,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,symmol,live,sh,,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,abco,live,tr,TOV,32,,,,
shaverlake,2021,SHAVER021,prefire,km,cade,live,tr,TOV,19,,,,
shaverlake,2021,SHAVER021,prefire,km,abco,live,tr,TSA,4,,,,
shaverlake,2021,SHAVER021,prefire,km,pila,live,tr,TSA,3,,,,
shaverlake,2021,SHAVER021,prefire,km,abco,live,tr,TSE,4.5,,,,
shaverlake,2021,SHAVER021,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER021,prefire,km,cade,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER021,prefire,km,pila,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,abco,dead,tr,TOV,4,,,,
shaverlake,2021,SHAVER022,prefire,km,pila,dead,tr,TOV,1.5,,,,
shaverlake,2021,SHAVER022,prefire,km,abco,dead,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER022,prefire,km,abco,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,pila,dead,tr,TSE,,,,,
shaverlake,2021,SHAVER022,prefire,km,asters1,live,fb,,5,,,,
shaverlake,2021,SHAVER022,prefire,km,galspa,live,fb,,1,"4 lvs/whorl, flws",,,
shaverlake,2021,SHAVER022,prefire,km,fb1,live,fb,,1,,,,
shaverlake,2021,SHAVER022,prefire,km,boerep,live,fb,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,lepcil sm,live,fb,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,epibra,live,fb,,tr,epilobium brachycarpum,x,,
shaverlake,2021,SHAVER022,prefire,km,hiealb,live,fb,,tr,albiflorum,,,
shaverlake,2021,SHAVER022,prefire,km,arahol,live,fb,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,clarkia sp,live,fb,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,potgla,live,fb,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,luplat,live,fb,,3,,,,
shaverlake,2021,SHAVER022,prefire,km,galapa,live,fb,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,brocar,live,gr,,0.25,,,,
shaverlake,2021,SHAVER022,prefire,km,bromus like,live,gr,,0.5,,,,
shaverlake,2021,SHAVER022,prefire,km,carmul,live,gr,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,elygla,live,gr,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,symmol,live,sh,,0.25,,,,
shaverlake,2021,SHAVER022,prefire,km,arcpat,live,sh,,0.25,,,,
shaverlake,2021,SHAVER022,prefire,km,ribroe,live,sh,,3,,,,
shaverlake,2021,SHAVER022,prefire,km,ribmon,live,sh,,tr,,,,
shaverlake,2021,SHAVER022,prefire,km,ceapar,live,sh,,3,,,,
shaverlake,2021,SHAVER022,prefire,km,ceacor,live,sh,,1.5,,,,
shaverlake,2021,SHAVER022,prefire,km,abco,live,tr,TOV,17,,,,
shaverlake,2021,SHAVER022,prefire,km,cade,live,tr,TOV,1.5,overhanging,,,
shaverlake,2021,SHAVER022,prefire,km,abco,live,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER022,prefire,km,cade,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER022,prefire,km,abco,live,tr,TSE,9,,,,
shaverlake,2021,SHAVER022,prefire,km,pila,live,tr,TSE,0.75,,,,
shaverlake,2021,SHAVER022,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,chafol,dead,sh,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,arcpat,dead,sh,,13,,,,
shaverlake,2021,SHAVER023,prefire,km,ribroe,dead,sh,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,ribmon,dead,sh,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,abco,dead,tr,TOV,0.75,,,,
shaverlake,2021,SHAVER023,prefire,km,quke,dead,tr,TSA,0.5,,,,
shaverlake,2021,SHAVER023,prefire,km,abco,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,quke,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,senecio sp,live,fb,,0.75,,,,
shaverlake,2021,SHAVER023,prefire,km,boechera,live,fb,,tr,x,,,
shaverlake,2021,SHAVER023,prefire,km,dead fb,live,fb,,tr,maybe clarkia,,,
shaverlake,2021,SHAVER023,prefire,km,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,gayeri,live,fb,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,penstemon sp,live,fb,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,brotec,live,gr,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,brocar,live,gr,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,elygla,live,gr,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,arcpat,live,sh,,20,,,,
shaverlake,2021,SHAVER023,prefire,km,chafol,live,sh,,0.5,,,,
shaverlake,2021,SHAVER023,prefire,km,ribmon,live,sh,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,ceapar,live,sh,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,ribroe,live,sh,,tr,,,,
shaverlake,2021,SHAVER023,prefire,km,cade,live,tr,TOV,10,,,,
shaverlake,2021,SHAVER023,prefire,km,abco,live,tr,TOV,10,,,,
shaverlake,2021,SHAVER023,prefire,km,pila,live,tr,TOV,4,overhanging,,,
shaverlake,2021,SHAVER023,prefire,km,pipo,live,tr,TOV,22,,,,
shaverlake,2021,SHAVER023,prefire,km,cade,live,tr,TSA,1,,,,
shaverlake,2021,SHAVER023,prefire,km,abco,live,tr,TSA,3.5,,,,
shaverlake,2021,SHAVER023,prefire,km,pila,live,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER023,prefire,km,cade,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER023,prefire,km,abco,live,tr,TSE,1.5,,,,
shaverlake,2021,SHAVER023,prefire,km,pila,live,tr,TSE,0.25,,,,
shaverlake,2021,SHAVER023,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,abco,dead,tr,TOV,1.25,,,,
shaverlake,2021,SHAVER024,prefire,km,cade,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,abco,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,fb1,live,fb,,0.5,,,,
shaverlake,2021,SHAVER024,prefire,km,luppol,live,fb,,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,lepcil sm,live,fb,,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,elygla,live,gr,,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,carmul,live,gr,,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,ceacor,live,sh,,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,rosspi,live,sh,,0.25,,,,
shaverlake,2021,SHAVER024,prefire,km,ribmon,live,sh,,0.5,,,,
shaverlake,2021,SHAVER024,prefire,km,ribroe,live,sh,,0.25,,,,
shaverlake,2021,SHAVER024,prefire,km,arcpat,live,sh,,0.75,,,,
shaverlake,2021,SHAVER024,prefire,km,ceapar,live,sh,,tr,,,,
shaverlake,2021,SHAVER024,prefire,km,cade,live,tr,TOV,16,,,,
shaverlake,2021,SHAVER024,prefire,km,abco,live,tr,TOV,22,,,,
shaverlake,2021,SHAVER024,prefire,km,cade,live,tr,TSA,1,,,,
shaverlake,2021,SHAVER024,prefire,km,abco,live,tr,TSA,6,,,,
shaverlake,2021,SHAVER024,prefire,km,pila,live,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER024,prefire,km,cade,live,tr,TSE,2.25,,,,
shaverlake,2021,SHAVER024,prefire,km,abco,live,tr,TSE,3,,,,
shaverlake,2021,SHAVER024,prefire,km,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,ribroe,dead,sh,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,ribroe,dead,sh,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,arcpat,dead,sh,,1,,,,
shaverlake,2021,SHAVER025,prefire,sb,symmol,dead,sh,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,pila,dead,tr,TOV,1,,,,
shaverlake,2021,SHAVER025,prefire,sb,abco,dead,tr,TSA,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,abco,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,monodo,live,fb,,0.25,,,,
shaverlake,2021,SHAVER025,prefire,sb,pyrpic,live,fb,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,asters1,live,fb,,0.25,,,,
shaverlake,2021,SHAVER025,prefire,sb,purfus1,live,fb,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,pseudognathalium,live,fb,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,gayeri,live,fb,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,boerep,live,fb,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,corallorhiza,live,fb,,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,arcpat,live,sh,,1.75,,,,
shaverlake,2021,SHAVER025,prefire,sb,symmol,live,sh,,0.5,,,,
shaverlake,2021,SHAVER025,prefire,sb,ribroe,live,sh,,0.75,,,,
shaverlake,2021,SHAVER025,prefire,sb,rosspi,live,sh,,0.25,,,,
shaverlake,2021,SHAVER025,prefire,sb,chrsem,live,sh,,0.5,chrysolepis sempervirens,,,
shaverlake,2021,SHAVER025,prefire,sb,abco,live,tr,TOV,5,,,,
shaverlake,2021,SHAVER025,prefire,sb,cade,live,tr,TOV,35,,,,
shaverlake,2021,SHAVER025,prefire,sb,pila,live,tr,TOV,1.5,,,,
shaverlake,2021,SHAVER025,prefire,sb,pila,live,tr,TSA,1,,,,
shaverlake,2021,SHAVER025,prefire,sb,abco,live,tr,TSA,2,,,,
shaverlake,2021,SHAVER025,prefire,sb,cade,live,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER025,prefire,sb,abco,live,tr,TSE,1.75,,,,
shaverlake,2021,SHAVER025,prefire,sb,pila,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,cade,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER025,prefire,sb,quke,live,tr,TSE,tr,,,,
shaverlake,2021,SHAVER026,prefire,sb,cade,dead,tr,TOV,0.25,,,,
shaverlake,2021,SHAVER026,prefire,sb,abco,dead,tr,TOV,1.75,,,,
shaverlake,2021,SHAVER026,prefire,sb,abco,dead,tr,TSA,0.25,,,,
shaverlake,2021,SHAVER026,prefire,sb,cade,dead,tr,TSE,tr,,,,
shaverlake,2021,SHAVER026,prefire,sb,allophyllum,live,fb,,0.25,,,,
shaverlake,2021,SHAVER026,prefire,sb,fb1,live,fb,,tr,,,,
shaverlake,2021,SHAVER026,prefire,sb,galiums1,live,fb,,tr,"lvs 4, frts 1mm, glabrous, think trifidum",,,
shaverlake,2021,SHAVER026,prefire,sb,galiums2,live,fb,,tr,"whorls of 6, frts ~4mm, hooked hairs",,,
shaverlake,2021,SHAVER026,prefire,sb,elygla,live,gr,,1,,,,
shaverlake,2021,SHAVER026,prefire,sb,lazulas1,live,gr,,tr,,,,
shaverlake,2021,SHAVER026,prefire,sb,ribmon,live,sh,,0.75,,,,
shaverlake,2021,SHAVER026,prefire,sb,ceacor,live,sh,,tr,,,,
shaverlake,2021,SHAVER026,prefire,sb,cade,live,tr,TOV,35,,,,
shaverlake,2021,SHAVER026,prefire,sb,abco,live,tr,TOV,13,,,,
shaverlake,2021,SHAVER026,prefire,sb,abco,live,tr,TSA,8,,,,
shaverlake,2021,SHAVER026,prefire,sb,cade,live,tr,TSA,,,,,
shaverlake,2021,SHAVER026,prefire,sb,abco,live,tr,TSE,1.25,,,,
shaverlake,2021,SHAVER026,prefire,sb,cade,live,tr,TSE,tr,,,,
