site,year,pre_post_fire,postTime,plotid,obs,species,status,lifeform,layer_code,percent,notes
DryCreek,2020,postfire,2yr,DryCreek40,ag,STIOCC,live,GR,na,7,
DryCreek,2020,postfire,2yr,DryCreek41,ag,STIOCC,live,GR,na,4,
DryCreek,2020,postfire,2yr,DryCreek43,ag,STIOCC,live,GR,na,4,
DryCreek,2020,prefire,,DryCreek46,ag,STIOCC,live,GR,na,1,
DryCreek,2020,prefire,,DryCreek50,ag,STIOCC,live,GR,na,tr,
Antelope,2020,prefire,,Antelope03,vs,stipa1,live,GR,na,1,
Antelope,2020,prefire,,Antelope05,vs,stipa1,live,GR,na,1,
Antelope,2020,prefire,,Antelope07,vs,stipa1,live,GR,na,1,
Antelope,2020,prefire,,Antelope09,vs,stipa1,live,GR,na,1,
Antelope,2020,prefire,,Antelope11,vs,stipa1,live,GR,na,tr,
Antelope,2020,prefire,,Antelope13,vs,stipa1,live,GR,na,tr,
Antelope,2020,prefire,,Antelope15,vs,stipa1,live,GR,na,tr,
Antelope,2020,prefire,,Antelope19,vs,stipa1,live,GR,na,tr,
DryCreek,2020,prefire,,DryCreek48,"vs, mm",stipa1,live,GR,na,tr,
DryCreek,2020,prefire,,DryCreek52,"vs, mm",stipa1,live,GR,na,tr,
DryCreek,2020,postfire,2yr,DryCreek32,"vs, mm",stipa2,live,GR,na,2,
Antelope,2020,prefire,,Antelope19,vs,stipa3,live,GR,na,tr,
Antelope,2020,prefire,,Antelope17,vs,stipa4,live,GR,na,tr,
DryCreek,2020,postfire,2yr,DryCreek33,"vs, mm",stipatall,live,GR,na,tr,
DryCreek,2020,postfire,2yr,DryCreek34,"vs, mm",stipatall,live,GR,na,tr,
Antelope,2020,prefire,,Antelope01,ag,symrot,live,SH,na,1,
Antelope,2020,prefire,,Antelope02,ag,symrot,live,SH,na,tr,
DryCreek,2020,prefire,,DryCreek30,"vs, mm",symrot,live,SH,na,tr,
DryCreek,2020,prefire,,DryCreek31,"vs, mm",symrot,live,SH,na,tr,
