site,year,pre_post_fire,plotid,obs,species,status,lifeform,layer_code,percent,notes
springsfire,2020,postfire,Springs09,km,PICO,dead,TR,TOV,18,
springsfire,2020,postfire,Springs09,km,PICO,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs09,km,PICO,live,TR,TSE,tr,
springsfire,2020,postfire,Springs10,km,PICO,live,TR,TOV,65,
springsfire,2020,postfire,Springs10,km,PICO,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs10,km,PICO,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs15,km,PICO,live,TR,TOV,12,
springsfire,2020,postfire,Springs26,km,PICO,live,TR,TOV,15,
springsfire,2020,postfire,Springs26,km,PICO,dead,TR,TOV,10,
springsfire,2020,postfire,Springs27,km,PICO,dead,TR,TOV,tr,
springsfire,2020,postfire,Springs27,km,PICO,live,TR,TOV,20,
springsfire,2020,postfire,Springs27,km,PICO,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs35,vs,PICO,live,TR,TOV,18,
springsfire,2020,postfire,Springs37,vs,PICO,live,TR,TOV,15,
springsfire,2020,postfire,Springs37,vs,PICO,dead,TR,TOV,tr,
springsfire,2020,postfire,Springs38,km,PICO,dead,TR,TOV,4,
springsfire,2020,postfire,Springs38,km,PICO,live,TR,TSE,tr,
springsfire,2020,postfire,Springs39,km,PICO,dead,TR,TOV,5,
springsfire,2020,postfire,Springs39,km,PICO,live,TR,TOV,5,
springsfire,2020,postfire,Springs39,km,PICO,live,TR,TSE,tr,
springsfire,2020,postfire,Springs39,km,PICO,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs40,ag,PICO,live,TR,TOV,20,
springsfire,2020,postfire,Springs40,ag,PICO,dead,TR,TOV,2,
springsfire,2020,postfire,Springs46,vs,PICO,live,TR,TOV,12,
springsfire,2020,postfire,Springs46,vs,PICO,live,TR,TSE,tr,
springsfire,2020,postfire,Springs49,ag,PICO,live,TR,TSA,tr,
springsfire,2020,postfire,Springs49,ag,PICO,live,TR,TSE,tr,
springsfire,2020,postfire,Springs51,ag,PICO,live,TR,TSA,tr,
springsfire,2020,postfire,Springs01,vs,PIJE,live,TR,TOV,25,
springsfire,2020,postfire,Springs01,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs02,vs,PIJE,live,TR,TOV,22,
springsfire,2020,postfire,Springs02,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs02,vs,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs02,vs,PIJE,dead,TR,TSA,1,
springsfire,2020,postfire,Springs03,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs03,vs,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs03,vs,PIJE,live,TR,TOV,26,
springsfire,2020,postfire,Springs04,vs,PIJE,live,TR,TSE,1,
springsfire,2020,postfire,Springs04,vs,PIJE,live,TR,TOV,7,
springsfire,2020,postfire,Springs05,vs,PIJE,live,TR,TOV,22,
springsfire,2020,postfire,Springs05,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs05,vs,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs06,km,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs07,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs08,vs,PIJE,live,TR,TOV,20,
springsfire,2020,postfire,Springs08,vs,PIJE,dead,TR,TSA,2,
springsfire,2020,postfire,Springs08,vs,PIJE,dead,TR,TOV,2,
springsfire,2020,postfire,Springs10,km,PIJE,dead,TR,TOV,tr,
springsfire,2020,postfire,Springs10,km,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs10,km,PIJE,live,TR,TOV,5,
springsfire,2020,postfire,Springs11,ag,PIJE,live,TR,TOV,38,
springsfire,2020,postfire,Springs11,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs11,ag,PIJE,dead,TR,TSE,tr,added during QAQC from regen data
springsfire,2020,postfire,Springs12,ag,PIJE,live,TR,TOV,37,
springsfire,2020,postfire,Springs12,ag,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs12,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs13,ag,PIJE,live,TR,TOV,13,
springsfire,2020,postfire,Springs13,ag,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs13,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs13,ag,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs14,ag,PIJE,live,TR,TOV,38,
springsfire,2020,postfire,Springs14,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs15,km,PIJE,live,TR,TOV,15,
springsfire,2020,postfire,Springs15,km,PIJE,dead,TR,TOV,tr,
springsfire,2020,postfire,Springs15,km,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs16,km,PIJE,live,TR,TOV,33,
springsfire,2020,postfire,Springs16,km,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs16,km,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs17,km,PIJE,live,TR,TOV,17,
springsfire,2020,postfire,Springs17,km,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs18,ag,PIJE,live,TR,TOV,40,
springsfire,2020,postfire,Springs18,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs19,vs,PIJE,live,TR,TOV,16,
springsfire,2020,postfire,Springs19,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs20,vs,PIJE,live,TR,TOV,28,
springsfire,2020,postfire,Springs20,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs20,vs,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs21,ag,PIJE,live,TR,TOV,60,
springsfire,2020,postfire,Springs21,ag,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs21,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs22,ag,PIJE,live,TR,TOV,22,
springsfire,2020,postfire,Springs22,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs22,ag,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs23,vs,PIJE,live,TR,TOV,25,
springsfire,2020,postfire,Springs23,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs24,vs,PIJE,live,TR,TOV,22,
springsfire,2020,postfire,Springs24,vs,PIJE,dead,TR,TOV,2,
springsfire,2020,postfire,Springs24,vs,PIJE,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs24,vs,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs24,vs,PIJE,live,TR,TSE,tr,added during QAQC from regen data
springsfire,2020,postfire,Springs25,vs,PIJE,live,TR,TOV,17,
springsfire,2020,postfire,Springs25,vs,PIJE,dead,TR,TSE,1,
springsfire,2020,postfire,Springs25,vs,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs25,vs,PIJE,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs26,km,PIJE,live,TR,TOV,12,
springsfire,2020,postfire,Springs26,km,PIJE,dead,TR,TOV,1,
springsfire,2020,postfire,Springs26,km,PIJE,dead,TR,TSA,3,
springsfire,2020,postfire,Springs26,km,PIJE,live,TR,TSA,2,
springsfire,2020,postfire,Springs27,km,PIJE,live,TR,TOV,15,
springsfire,2020,postfire,Springs28,vs,PIJE,live,TR,TOV,26,
springsfire,2020,postfire,Springs28,vs,PIJE,dead,TR,TSA,1,
springsfire,2020,postfire,Springs28,vs,PIJE,dead,TR,TOV,5,
springsfire,2020,postfire,Springs29,vs,PIJE,live,TR,TOV,8,
springsfire,2020,postfire,Springs29,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs29,vs,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs29,vs,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs30,vs,PIJE,live,TR,TOV,12,
springsfire,2020,postfire,Springs30,vs,PIJE,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs31,vs,PIJE,live,TR,TOV,32,
springsfire,2020,postfire,Springs31,vs,PIJE,live,TR,TSE,tr,added during QAQC from regen data
springsfire,2020,postfire,Springs31,vs,PIJE,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs33,vs,PIJE,live,TR,TOV,22,
springsfire,2020,postfire,Springs34,vs,PIJE,live,TR,TOV,17,
springsfire,2020,postfire,Springs34,vs,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs34,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs35,vs,PIJE,live,TR,TOV,15,
springsfire,2020,postfire,Springs37,vs,PIJE,live,TR,TOV,23,
springsfire,2020,postfire,Springs37,vs,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs37,vs,PIJE,dead,TR,TSA,1,
springsfire,2020,postfire,Springs37,vs,PIJE,dead,TR,TOV,1,
springsfire,2020,postfire,Springs38,km,PIJE,live,TR,TOV,35,
springsfire,2020,postfire,Springs39,km,PIJE,live,TR,TOV,25,
springsfire,2020,postfire,Springs39,km,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs39,km,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs40,ag,PIJE,live,TR,TOV,7,
springsfire,2020,postfire,Springs40,ag,PIJE,dead,TR,TSA,tr,
springsfire,2020,postfire,Springs40,ag,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs41,vs,PIJE,live,TR,TOV,38,
springsfire,2020,postfire,Springs42,ag,PIJE,live,TR,TOV,25,
springsfire,2020,postfire,Springs42,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs42,ag,PIJE,dead,TR,TOV,tr,
springsfire,2020,postfire,Springs44,km,PIJE,live,TR,TOV,43,
springsfire,2020,postfire,Springs44,km,PIJE,dead,TR,TOV,2,
springsfire,2020,postfire,Springs44,km,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs45,ag,PIJE,live,TR,TOV,18,
springsfire,2020,postfire,Springs45,ag,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs45,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs46,vs,PIJE,live,TR,TOV,30,
springsfire,2020,postfire,Springs46,vs,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs46,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs47,vs,PIJE,live,TR,TOV,35,
springsfire,2020,postfire,Springs47,vs,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs47,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs48,vs,PIJE,live,TR,TOV,20,
springsfire,2020,postfire,Springs48,vs,PIJE,dead,TR,TSE,tr,
springsfire,2020,postfire,Springs48,vs,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs48,vs,PIJE,live,TR,TSA,tr,added during QAQC from regen data
springsfire,2020,postfire,Springs49,ag,PIJE,live,TR,TOV,60,
springsfire,2020,postfire,Springs49,ag,PIJE,live,TR,TSA,tr,
springsfire,2020,postfire,Springs49,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs50,ag,PIJE,live,TR,TOV,30,
springsfire,2020,postfire,Springs50,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs51,ag,PIJE,live,TR,TOV,65,
springsfire,2020,postfire,Springs51,ag,PIJE,live,TR,TSE,tr,
springsfire,2020,postfire,Springs51,ag,PIJE,dead,TR,TSE,tr,added during QAQC from regen data
springsfire,2020,postfire,Springs10,km,pinus,live,TR,TSE,tr,
springsfire,2020,postfire,Springs42,ag,PRUNUS,live,SH,na,tr,grazed heavily
springsfire,2020,postfire,Springs01,vs,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs02,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,Springs02,vs,PURTRI,dead,SH,na,2,
springsfire,2020,postfire,Springs03,vs,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs03,vs,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs04,vs,PURTRI,live,SH,na,16,
springsfire,2020,postfire,Springs04,vs,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs05,vs,PURTRI,live,SH,na,6,
springsfire,2020,postfire,Springs05,vs,PURTRI,dead,SH,na,7,
springsfire,2020,postfire,Springs06,km,PURTRI,live,SH,na,10,
springsfire,2020,postfire,Springs06,km,PURTRI,live,SH,na,2,resp
springsfire,2020,postfire,Springs06,km,PURTRI,dead,SH,na,1.5,
springsfire,2020,postfire,Springs07,vs,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs08,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,Springs08,vs,PURTRI,dead,SH,na,4,
springsfire,2020,postfire,Springs09,km,PURTRI,live,SH,na,8,
springsfire,2020,postfire,Springs09,km,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,Springs09,km,PURTRI,live,SH,na,tr,resp
springsfire,2020,postfire,Springs10,km,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs10,km,PURTRI,live,SH,na,0.5,resp
springsfire,2020,postfire,Springs10,km,PURTRI,dead,SH,na,0.5,
springsfire,2020,postfire,Springs11,ag,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs12,ag,PURTRI,dead,SH,na,4,
springsfire,2020,postfire,Springs12,ag,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs13,ag,PURTRI,live,SH,na,0.75,
springsfire,2020,postfire,Springs13,ag,PURTRI,dead,SH,na,tr,resp
springsfire,2020,postfire,Springs14,ag,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs14,ag,PURTRI,dead,SH,na,2,
springsfire,2020,postfire,Springs15,km,PURTRI,live,SH,na,12,
springsfire,2020,postfire,Springs15,km,PURTRI,live,SH,na,tr,resp
springsfire,2020,postfire,Springs15,km,PURTRI,dead,SH,na,15,
springsfire,2020,postfire,Springs16,km,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,Springs16,km,PURTRI,live,SH,na,6,
springsfire,2020,postfire,Springs17,km,PURTRI,live,SH,na,1,
springsfire,2020,postfire,Springs17,km,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs18,ag,PURTRI,live,SH,na,1,
springsfire,2020,postfire,Springs18,ag,PURTRI,dead,SH,na,40,
springsfire,2020,postfire,Springs19,vs,PURTRI,live,SH,na,1,
springsfire,2020,postfire,Springs19,vs,PURTRI,dead,SH,na,7,
springsfire,2020,postfire,Springs20,vs,PURTRI,live,SH,na,1,
springsfire,2020,postfire,Springs20,vs,PURTRI,dead,SH,na,7,
springsfire,2020,postfire,Springs21,ag,PURTRI,dead,SH,na,12,
springsfire,2020,postfire,Springs21,ag,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs22,ag,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs22,ag,PURTRI,live,SH,na,tr,resp
springsfire,2020,postfire,Springs22,ag,PURTRI,dead,SH,na,tr,resp
springsfire,2020,postfire,Springs23,vs,PURTRI,dead,SH,na,2,resp
springsfire,2020,postfire,Springs23,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,Springs23,vs,PURTRI,live,SH,na,tr,resp
springsfire,2020,postfire,Springs24,vs,PURTRI,dead,SH,na,10,
springsfire,2020,postfire,Springs24,vs,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs25,vs,PURTRI,live,SH,na,9,
springsfire,2020,postfire,Springs25,vs,PURTRI,dead,SH,na,6,
springsfire,2020,postfire,Springs26,km,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs26,km,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs27,km,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs27,km,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs28,vs,PURTRI,dead,SH,na,1,resp
springsfire,2020,postfire,Springs28,vs,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs29,vs,PURTRI,live,SH,na,4,
springsfire,2020,postfire,Springs29,vs,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs30,vs,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs31,vs,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs33,vs,PURTRI,live,SH,na,2,
springsfire,2020,postfire,Springs33,vs,PURTRI,live,SH,na,tr,resp
springsfire,2020,postfire,Springs33,vs,PURTRI,dead,SH,na,4,
springsfire,2020,postfire,Springs34,vs,PURTRI,live,SH,na,6,
springsfire,2020,postfire,Springs34,vs,PURTRI,dead,SH,na,2,
springsfire,2020,postfire,Springs37,vs,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs37,vs,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,Springs38,km,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs38,km,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs39,km,PURTRI,dead,SH,na,1.5,
springsfire,2020,postfire,Springs39,km,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs39,km,PURTRI,live,SH,na,tr,resp
springsfire,2020,postfire,Springs40,ag,PURTRI,dead,SH,na,12,
springsfire,2020,postfire,Springs40,ag,PURTRI,live,SH,na,8,
springsfire,2020,postfire,Springs41,vs,PURTRI,live,SH,na,27,
springsfire,2020,postfire,Springs42,ag,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs42,ag,PURTRI,live,SH,na,39,
springsfire,2020,postfire,Springs44,km,PURTRI,live,SH,na,tr,
springsfire,2020,postfire,Springs45,ag,PURTRI,live,SH,na,59,
springsfire,2020,postfire,Springs45,ag,PURTRI,dead,SH,na,1,
springsfire,2020,postfire,Springs46,vs,PURTRI,live,SH,na,16,
springsfire,2020,postfire,Springs46,vs,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs47,vs,PURTRI,live,SH,na,30,
springsfire,2020,postfire,Springs47,vs,PURTRI,dead,SH,na,tr,
springsfire,2020,postfire,Springs48,vs,PURTRI,live,SH,na,19,
springsfire,2020,postfire,Springs49,ag,PURTRI,live,SH,na,3,
springsfire,2020,postfire,Springs50,ag,PURTRI,live,SH,na,7,
springsfire,2020,postfire,Springs51,ag,PURTRI,live,SH,na,4,
springsfire,2020,postfire,Springs04,vs,RIVI,dead,SH,na,tr,resp
springsfire,2020,postfire,Springs12,ag,RIVI,live,SH,na,tr,
springsfire,2020,postfire,Springs13,ag,RIVI,dead,SH,na,4,resp
springsfire,2020,postfire,Springs13,ag,RIVI,live,SH,na,tr,
springsfire,2020,postfire,Springs27,km,RIVI,live,SH,na,tr,
springsfire,2020,postfire,Springs27,km,RIVI,live,SH,na,tr,resp
springsfire,2020,postfire,Springs30,vs,RIVI,dead,SH,na,tr,resp
springsfire,2020,postfire,Springs42,ag,RIVI,live,SH,na,tr,
springsfire,2020,postfire,Springs45,ag,RIVI,live,SH,na,tr,
springsfire,2020,postfire,Springs50,ag,RIVI,live,SH,na,tr,
springsfire,2020,postfire,Springs51,ag,RIVI,live,SH,na,tr,
springsfire,2020,postfire,Springs01,vs,SPEARV,live,SH,na,tr,
springsfire,2020,postfire,Springs28,vs,SPEARV,live,SH,na,tr,resp
springsfire,2020,postfire,Springs22,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs01,vs,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs02,vs,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs06,km,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs08,vs,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs09,km,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs11,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs12,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs13,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs15,km,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs17,km,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs18,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs18,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs19,vs,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs24,vs,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs27,km,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs30,vs,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs39,km,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs42,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs44,km,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs45,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs50,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs51,ag,SPEARV,live,FB,na,tr,
springsfire,2020,postfire,Springs02,vs,STEEXI,live,FB,na,tr,Stephanomeria exigua subsp. exigua
springsfire,2020,postfire,Springs08,vs,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs11,ag,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs12,ag,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs13,ag,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs14,ag,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs16,km,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs17,km,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs19,vs,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs22,ag,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs23,vs,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs24,vs,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs26,km,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs27,km,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs28,vs,STEEXI,live,FB,na,tr,
springsfire,2020,postfire,Springs30,vs,STEEXI,live,FB,na,1,
springsfire,2020,postfire,Springs07,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs08,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs11,ag,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs13,ag,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs14,ag,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs24,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs31,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs33,vs,stipa,live,GR,na,1,
springsfire,2020,postfire,Springs34,vs,stipa,live,GR,na,1,
springsfire,2020,postfire,Springs35,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs37,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs41,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs46,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs47,vs,stipa,live,GR,na,tr,
springsfire,2020,postfire,Springs48,vs,stipa,live,GR,na,1,
springsfire,2020,postfire,Springs02,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs03,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs04,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs05,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs19,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs20,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs25,vs,stipa1,live,GR,na,2,
springsfire,2020,postfire,Springs28,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs29,vs,stipa1,live,GR,na,2,
springsfire,2020,postfire,Springs30,vs,stipa1,live,GR,na,tr,
springsfire,2020,postfire,Springs19,vs,stipa2,live,GR,na,tr,
springsfire,2020,postfire,Springs28,vs,SYMROT,live,SH,na,tr,resp
springsfire,2020,postfire,Springs30,vs,SYMROT,live,SH,na,tr,
