year,pre_post_fire,site,plot_id,observer,species,status,lifeform,layerCode,percent,notes
2019,prefire,frenchmeadows,fm19-8,ag,abco,dead,TR,TOV,tr,
2019,prefire,frenchmeadows,fm19-8,ag,abco,dead,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-9,ag,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-9,ag,abco,dead,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-10,ag,abco,dead,TR,TOV,1,
2019,prefire,frenchmeadows,fm19-10,ag,abco,live,TR,TOV,12,
2019,prefire,frenchmeadows,fm19-10,ag,abco,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-10,ag,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-11,ag,abco,dead,TR,TOV,1,
2019,prefire,frenchmeadows,fm19-11,ag,abco,live,TR,TOV,25,
2019,prefire,frenchmeadows,fm19-11,ag,abco,live,TR,TSA,1,
2019,prefire,frenchmeadows,fm19-11,ag,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-12,ms,abco,live,TR,TOV,12,
2019,prefire,frenchmeadows,fm19-12,ms,abco,dead,TR,TOV,tr,
2019,prefire,frenchmeadows,fm19-12,ms,abco,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-12,ms,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-13,ms,abco,live,TR,TOV,15,
2019,prefire,frenchmeadows,fm19-13,ms,abco,dead,TR,TOV,1,
2019,prefire,frenchmeadows,fm19-13,ms,abco,live,TR,TSA,2,
2019,prefire,frenchmeadows,fm19-13,ms,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,abco,live,TR,TOV,0.5,
2019,prefire,frenchmeadows ,fm19-14,nr,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,abco,dead,TR,TOV,tr,
2019,prefire,frenchmeadows ,fm19-15,nr,abco,live,TR,TOV,70,
2019,prefire,frenchmeadows ,fm19-15,nr,abco,live,TR,TSA,5,
2019,prefire,frenchmeadows ,fm19-15,nr,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-15,nr,abco,dead,TR,TOV,5,
2019,prefire,frenchmeadows ,fm19-16,nr,abco,live,TR,TOV,55,
2019,prefire,frenchmeadows ,fm19-16,nr,abco,live,TR,TSA,5,
2019,prefire,frenchmeadows ,fm19-16,nr,abco,live,TR,TSE,2,
2019,prefire,frenchmeadows ,fm19-16,nr,abco,dead,TR,TOV,1,
2019,prefire,frenchmeadows ,fm19-18,nr,abco,live,TR,TOV,20,
2019,prefire,frenchmeadows ,fm19-18,nr,abco,dead,TR,TOV,5,
2019,prefire,frenchmeadows ,fm19-19,nr,abco,live,TR,TOV,15,
2019,prefire,frenchmeadows ,fm19-19,nr,abco,live,TR,TOV,tr,
2019,prefire,frenchmeadows ,fm19-20,nr,abco,live,TR,TOV,75,
2019,prefire,frenchmeadows ,fm19-20,nr,abco,dead,TR,TOV,0.5,
2019,prefire,frenchmeadows ,fm19-21,nr,abco,live,TR,TOV,60,
2019,prefire,frenchmeadows ,fm19-21,nr,abco,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-21,nr,abco,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-1,ag,abma,live,TR,TOV,10,
2019,prefire,frenchmeadows,fm10-1,ag,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-1,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-10,ag,abma,dead,TR,TOV,tr,
2019,prefire,frenchmeadows,fm10-10,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-10,ag,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-11,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-11,ag,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-12,ms,abma,live,TR,TOV,2,
2019,prefire,frenchmeadows,fm10-12,ms,abma,dead,TR,TOV,tr,
2019,prefire,frenchmeadows,fm10-12,ms,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-12,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-14,ms,abma,live,TR,TOV,25,
2019,prefire,frenchmeadows,fm10-14,ms,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-14,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-2,ag,abma,live,TR,TOV,50,
2019,prefire,frenchmeadows,fm10-2,ag,abma,live,TR,TSA,0.5,
2019,prefire,frenchmeadows,fm10-2,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-3,ag,abma,live,TR,TOV,5,
2019,prefire,frenchmeadows,fm10-3,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-3,ag,abma,dead,TR,TSA,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,abma,live,TR,TOV,6,
2019,prefire,frenchmeadows,Fm10-5,ms,abma,dead,TR,TOV,1,
2019,prefire,frenchmeadows,Fm10-5,ms,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-6,ms,abma,live,TR,TOV,1,
2019,prefire,frenchmeadows,fm10-6,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-8,ag,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-8,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-8,ag,abma,live,TR,TOV,tr,
2019,prefire,frenchmeadows,fm10-9,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-1,ms,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-1,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,abma,live,TR,TOV,10,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-3,ms,abma,live,TR,TOV,35,
2019,prefire,frenchmeadows,fm19-3,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-5,ms,abma,live,TR,TOV,10,
2019,prefire,frenchmeadows,fm19-5,ms,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-5,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,abma,live,TR,TOV,20,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,abma,dead,TR,TOV,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,abma,live,TR,TSA,1,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,abma,live,TR,TSE,2,
2019,prefire,frenchmeadows,fm19-10,ag,abma,live,TR,TOV,55,
2019,prefire,frenchmeadows,fm19-10,ag,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-10,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-11,ag,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-11,ag,abma,dead,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-12,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-13,ms,abma,live,TR,TOV,5,
2019,prefire,frenchmeadows,fm19-13,ms,abma,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-13,ms,abma,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-16,nr,abma,live,TR,TOV,30,
2019,prefire,frenchmeadows ,fm19-21,nr,abma,live,TR,TOV,25,
2019,prefire,frenchmeadows,fm10-12,ms,acgl,dead,TR,TSE,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-8,ag,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-1,ms,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-3,ms,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-11,ag,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-11,ag,acgl,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-12,ms,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-13,ms,acgl,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-13,ms,acgl,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-16,nr,acgl,live,TR,TSE,1,
2019,prefire,frenchmeadows ,fm19-16,nr,acgl,live,TR,TSA,4,
2019,prefire,frenchmeadows,fm10-1,ag,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,adbi,live,FB,,,
2019,prefire,frenchmeadows,fm10-15,ms,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,adbi,live,FB,,1,
2019,prefire,frenchmeadows,Fm10-4,ms,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-6,ms,adbi,live,FB,,9,
2019,prefire,frenchmeadows,fm10-7,ms,adbi,live,FB,,6,
2019,prefire,frenchmeadows,fm10-8,ag,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-12,ms,adbi,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,allcam,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,allcam,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,allcam,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,allcam,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,amut,live,SH,,tr,
2019,prefire,frenchmeadows,fm19-11,ag,amut,live,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,amut,live,SH,SL,0.5,
2019,prefire,frenchmeadows ,fm19-15,nr,amut,live,SH,SL,0.5,
2019,prefire,frenchmeadows ,fm19-15,nr,amut,live,SH,SM,tr,
2019,prefire,frenchmeadows ,fm19-19,nr,amut,live,SH,SL,t,
2019,prefire,frenchmeadows ,fm19-21,nr,amut,live,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-21,nr,amut,live,SH,SM,tr,
2019,prefire,frenchmeadows,fm10-1,ag,apan,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-13,ms,apoand,live,SH,SL,3,
2019,prefire,frenchmeadows,fm10-2,ag,apoand,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,apoand,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-8,ag,apoand,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-12,ms,apoand,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,apoand,live,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-16,nr,apoand,live,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-17,nr,apoand,live,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-21,nr,apoand,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm10-9,ag,apocan,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,arahol,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,arctospp,live,SH,SL,tr,too small to id
2019,prefire,frenchmeadows,fm10-14,ms,arndea,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-1,ms,arndea,live,FB,,tr,
2019,prefire,frenchmeadows,Fm19-4,ms,arne,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,arne,live,SH,SL,tr,
2019,prefire,frenchmeadows,fm19-7,ag.ms.,arne,live,SH,SL,15,
2019,prefire,frenchmeadows,fm19-9,ag,arne,live,SH,SL,2,
2019,prefire,frenchmeadows,fm19-11,ag,arne,live,SH,SL,1,
2019,prefire,frenchmeadows ,fm19-15,nr,arpa,live,SH,SL,tr,
2019,prefire,frenchmeadows ,fm19-15,nr,arpa,live,SH,SM,tr,
2019,prefire,frenchmeadows ,fm19-17,nr,arpa,live,SH,SL,0.5,
2019,prefire,frenchmeadows ,fm19-17,nr,arpa,live,SH,SM,0.5,
2019,prefire,frenchmeadows,fm19-12,ms,asypre,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,aster,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-2,ag,aster,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-3,ag,aster,live,FB,,1,
2019,prefire,frenchmeadows,fm10-6,ms,aster,live,FB,,2,
2019,prefire,frenchmeadows,fm10-7,ms,aster,live,FB,,5,
2019,prefire,frenchmeadows,fm10-8,ag,aster,live,FB,,1,
2019,prefire,frenchmeadows,fm10-9,ag,aster,live,FB,,1,
2019,prefire,frenchmeadows,fm10-12,ms,aster,live,FB,,2,
2019,prefire,frenchmeadows,fm10-13,ms,aster,live,FB,,3,
2019,prefire,frenchmeadows,fm10-15,ms,aster,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,astocc,dead,FB,,tr,
2019,prefire,frenchmeadows,fm19-1,ms,Boragespecies,live,FB,SM,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,Boragespecies,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,brocar,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-13,ms,brocar,live,GR,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,bunchflower,live,FB,,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,bunchgrass,live,GR,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,cade,live,TR,TOV,7,
2019,prefire,frenchmeadows,fm10-1,ag,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-1,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-10,ag,cade,live,TR,TOV,10,
2019,prefire,frenchmeadows,fm10-10,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-10,ag,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-10,ag,cade,dead,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-11,ag,cade,live,TR,TOV,40,
2019,prefire,frenchmeadows,fm10-11,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-12,ms,cade,live,TR,TOV,5,
2019,prefire,frenchmeadows,fm10-12,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-12,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-13,ms,cade,live,TR,TOV,tr,
2019,prefire,frenchmeadows,fm10-13,ms,cade,live,TR,TSA,2,
2019,prefire,frenchmeadows,fm10-13,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-14,ms,cade,live,TR,TOV,2,
2019,prefire,frenchmeadows,fm10-14,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-14,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-15,ms,cade,live,TR,TSE,,
2019,prefire,frenchmeadows,fm10-15,ms,cade,live,TR,TOV,15,
2019,prefire,frenchmeadows,fm10-15,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-2,ag,cade,live,TR,TOV,15,
2019,prefire,frenchmeadows,fm10-2,ag,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-2,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-3,ag,cade,live,TR,TOV,15,
2019,prefire,frenchmeadows,fm10-3,ag,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-3,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,cade,live,TR,TOV,2,
2019,prefire,frenchmeadows,Fm10-4,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,cade,live,TR,TOV,8,
2019,prefire,frenchmeadows,Fm10-5,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,Fm10-5,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-6,ms,cade,live,TR,TOV,4,
2019,prefire,frenchmeadows,fm10-6,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-7,ms,cade,live,TR,TOV,3,
2019,prefire,frenchmeadows,fm10-7,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-7,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-8,ag,cade,live,TR,TOV,tr,
2019,prefire,frenchmeadows,fm10-8,ag,cade,live,TR,TSA,4,
2019,prefire,frenchmeadows,fm10-8,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-9,ag,cade,live,TR,TOV,2,
2019,prefire,frenchmeadows,fm10-9,ag,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm10-9,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-1,ms,cade,live,TR,TOV,5,
2019,prefire,frenchmeadows,fm19-1,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-1,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,cade,live,TR,TOV,7,
2019,prefire,frenchmeadows,fm19-2,ag.ms.,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-3,ms,cade,live,TR,TOV,5,
2019,prefire,frenchmeadows,fm19-3,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,Fm19-4,ms,cade,live,TR,TOV,40,
2019,prefire,frenchmeadows,Fm19-4,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-5,ms,cade,live,TR,TOV,1,
2019,prefire,frenchmeadows,fm19-5,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,cade,live,TR,TOV,tr,
2019,prefire,frenchmeadows,fm19-8,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-8,ag,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-8,ag,cade,live,TR,TOV,55,
2019,prefire,frenchmeadows,fm19-9,ag,cade,live,TR,TOV,13,
2019,prefire,frenchmeadows,fm19-9,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-11,ag,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-11,ag,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-11,ag,cade,live,TR,TOV,tr,
2019,prefire,frenchmeadows,fm19-12,ms,cade,live,TR,TOV,11,
2019,prefire,frenchmeadows,fm19-12,ms,cade,live,TR,TSA,tr,
2019,prefire,frenchmeadows,fm19-12,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm19-13,ms,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,cade,live,TR,TOV,0.5,
2019,prefire,frenchmeadows ,fm19-14,nr,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-14,nr,cade,dead,TR,TOV,tt,
2019,prefire,frenchmeadows ,fm19-17,nr,cade,live,TR,TSE,0.5,
2019,prefire,frenchmeadows ,fm19-17,nr,cade,live,TR,TSA,0.5,
2019,prefire,frenchmeadows ,fm19-18,nr,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-18,nr,cade,dead,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-18,nr,cade,live,TR,TOV,25,
2019,prefire,frenchmeadows ,fm19-19,nr,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows ,fm19-19,nr,cade,live,TR,TOV,15,
2019,prefire,frenchmeadows ,fm19-21,nr,cade,live,TR,TOV,5,
2019,prefire,frenchmeadows ,fm19-21,nr,cade,live,TR,TSE,tr,
2019,prefire,frenchmeadows,fm10-15,ms,calcoe,live,FB,,tr,
2019,prefire,frenchmeadows,Fm10-4,ms,calcoe,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-6,ag.ms.,calumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,calumb,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-10,ag,campre,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-11,ag,campre,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-12,ms,campre,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-8,ag,campre,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-9,ag,campre,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,capu,live,GR,,tr,
2019,prefire,frenchmeadows,fm19-8,ag,casapp,live,FB,,tr,
2019,prefire,frenchmeadows,fm19-9,ag,casapp,live,FB,,tr,
2019,prefire,frenchmeadows,fm10-1,ag,ceco,live,SH,SL,1,0.4
2019,prefire,frenchmeadows,fm10-1,ag,ceco,live,SH,SM,tr,0.7
