site,year,pre_post_fire,plotid,obs,species,status,lifeform,layer_code,percent,notes,
calaveras,2020,prefire,BigTrees10,vs,coco,live,SH,na,tr,H,
calaveras,2020,prefire,BigTrees07,vs,coco,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees07,vs,coco,live,SH,na,tr,M,
calaveras,2020,prefire,BigTrees15,vs,coco,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees15,vs,coco,live,SH,na,tr,M,
calaveras,2020,prefire,BigTrees15,vs,coco,live,SH,na,tr,H,
calaveras,2020,prefire,BigTrees32,km,COLLIN,live,FB,na,tr,"collomia linearis, keyed by km, in press",
calaveras,2020,prefire,BigTrees11,vs,COLLIN,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,COLLIN,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees22,"ag, lh",CONU,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees22,"ag, lh",CONU,live,SH,na,85,,
calaveras,2020,prefire,BigTrees24,ag,CONU,live,SH,na,90,,
calaveras,2020,prefire,BigTrees36,ag,CONU,live,TR,TOV,4,,
calaveras,2020,prefire,BigTrees36,ag,CONU,live,SH,na,80,,
calaveras,2020,prefire,BigTrees27,km,CONU,live,SH,na,75,,
calaveras,2020,prefire,BigTrees25,km,CONU,live,SH,na,90,,
calaveras,2020,prefire,BigTrees25,km,CONU,live,TR,na,6,,
calaveras,2020,prefire,BigTrees29,km,CONU,live,SH,na,30,,
calaveras,2020,prefire,BigTrees01,km,CONU,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees01,km,CONU,live,SH,na,95,,
calaveras,2020,prefire,BigTrees01,km,CONU,live,TR,TSA,5,,
calaveras,2020,prefire,BigTrees35,km,CONU,live,SH,na,93,,
calaveras,2020,prefire,BigTrees32,km,CONU,live,SH,na,1.5,,
calaveras,2020,prefire,BigTrees14,km,CONU,live,SH,na,1,,
calaveras,2020,prefire,BigTrees04,km,CONU,live,SH,na,30,,
calaveras,2020,prefire,BigTrees05,km,CONU,live,SH,na,0.75,,
calaveras,2020,prefire,BigTrees34,km,CONU,live,TR,TSA,10,,
calaveras,2020,prefire,BigTrees34,km,CONU,live,TR,TOV,2,,
calaveras,2020,prefire,BigTrees34,km,CONU,live,SH,na,25,,
calaveras,2020,prefire,BigTrees21,vs,CONU,live,SH,na,25,L,
calaveras,2020,prefire,BigTrees21,vs,CONU,live,SH,na,78,M,
calaveras,2020,prefire,BigTrees23,vs,CONU,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees23,vs,CONU,live,SH,na,20,M,
calaveras,2020,prefire,BigTrees23,vs,CONU,live,SH,na,1,H,
calaveras,2020,prefire,BigTrees20,vs,CONU,live,SH,na,17,L,
calaveras,2020,prefire,BigTrees20,vs,CONU,live,SH,na,37,M,
calaveras,2020,prefire,BigTrees20,vs,CONU,live,SH,na,3,H ,
calaveras,2020,prefire,BigTrees19,vs,CONU,live,SH,na,25,L,
calaveras,2020,prefire,BigTrees19,vs,CONU,live,SH,na,50,M,
calaveras,2020,prefire,BigTrees19,vs,CONU,live,SH,na,18,H,
calaveras,2020,prefire,BigTrees18,vs,CONU,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees18,vs,CONU,live,SH,na,32,M,
calaveras,2020,prefire,BigTrees18,vs,CONU,live,SH,na,5,H,
calaveras,2020,prefire,BigTrees17,vs,CONU,live,SH,na,10,L,
calaveras,2020,prefire,BigTrees17,vs,CONU,live,SH,na,20,M,
calaveras,2020,prefire,BigTrees17,vs,CONU,live,SH,na,6,H,
calaveras,2020,prefire,BigTrees09,vs,CONU,live,SH,na,22,L,
calaveras,2020,prefire,BigTrees09,vs,CONU,live,SH,na,22,M,
calaveras,2020,prefire,BigTrees09,vs,CONU,live,SH,na,11,H,
calaveras,2020,prefire,BigTrees02,vs,CONU,live,SH,na,7,L,
calaveras,2020,prefire,BigTrees02,vs,CONU,live,SH,na,7,M,
calaveras,2020,prefire,BigTrees02,vs,CONU,live,SH,na,2,H,
calaveras,2020,prefire,BigTrees10,vs,CONU,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees10,vs,CONU,live,SH,na,5,M,
calaveras,2020,prefire,BigTrees07,vs,CONU,live,SH,na,5,L,
calaveras,2020,prefire,BigTrees07,vs,CONU,live,SH,na,4,M,
calaveras,2020,prefire,BigTrees07,vs,CONU,live,SH,na,1,H,
calaveras,2020,prefire,BigTrees15,vs,CONU,live,SH,na,15,L,
calaveras,2020,prefire,BigTrees15,vs,CONU,live,SH,na,16,M,
calaveras,2020,prefire,BigTrees15,vs,CONU,live,SH,na,1,H,
calaveras,2020,prefire,BigTrees15,vs,CONU,dead,SH,na,tr,M,
calaveras,2020,prefire,BigTrees15,vs,CONU,dead,SH,na,tr,H,
calaveras,2020,prefire,BigTrees33,vs,CONU,live,SH,na,tr,L,
calaveras,2020,prefire,BigTrees33,vs,CONU,live,SH,na,tr,M,
calaveras,2020,prefire,BigTrees31,vs,DESDAN,live,GR,na,tr,Deschampsia danthonioides,
calaveras,2020,prefire,BigTrees31,vs,ELYELY,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees32,km,EPIBRA,live,FB,na,tr,"epilobium brachycarpum, keyed out by km, in press",
calaveras,2020,prefire,BigTrees31,vs,EPIBRA,live,FB,na,tr,EPILOBIUM BRA,
calaveras,2020,prefire,BigTrees27,km,ERILAN,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,ERILAN,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,ERINUD,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,eriogonum,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees32,km,eriogonum,live,FB,na,tr,"in press, pics on km phone",
calaveras,2020,prefire,BigTrees09,vs,festuca,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees11,vs,festuca,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,festuca,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees33,vs,festuca,live,GR,na,1,,
calaveras,2020,prefire,BigTrees21,vs,fravir,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees18,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees15,vs,fss,live,,na,tr,,
calaveras,2020,prefire,BigTrees27,km,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees27,km,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees01,km,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,GALAPA,live,FB,na,0.5,,
calaveras,2020,prefire,BigTrees32,km,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees04,km,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees34,km,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees23,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees20,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees28,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees19,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,GALAPA,live,FB,na,2,,
calaveras,2020,prefire,BigTrees30,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees21,vs,GALAPA,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees24,ag,GALTRI,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees36,ag,GALTRI,live,FB,na,0.1,,
calaveras,2020,prefire,BigTrees27,km,GALTRI,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees34,km,GALTRI,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees29,km,GAYDIF,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees32,km,GAYDIF,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees32,km,gilia,live,FB,na,tr,"in press, pics on km phone, notes in km notebook, possibly g. tricolor",
calaveras,2020,prefire,BigTrees31,vs,GILTRI,live,FB,na,tr,gilia tri,
calaveras,2020,prefire,BigTrees32,km,gnaphalium,live,FB,na,tr,"in press, yellow flowers in trminal cluster, pics on km phone",
calaveras,2020,prefire,BigTrees20,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees08,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees30,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees13,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees15,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees23,vs,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees24,ag,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees27,km,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees01,km,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees06,km,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees34,km,goob,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees32,km,grass1,live,GR,na,4,"in press, pics on km phone, 1.2m tall)",
calaveras,2020,prefire,BigTrees32,km,grass2,live,GR,na,3,"in press, pics on km phone",
calaveras,2020,prefire,BigTrees04,km,grass4,live,GR,na,4,"pictures on km phone, in press",
calaveras,2020,prefire,BigTrees09,vs,herb1,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees32,km,herb1,live,FB,na,tr,pics in km phone,
calaveras,2020,prefire,BigTrees04,km,HORFUS,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees11,vs,HORFUS,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees20,vs,irha,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,irha,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees15,vs,irha,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees29,km,irha,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees21,vs,irha,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees17,vs,juncus,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees09,vs,juncus,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees13,vs,juncus,live,GR,na,tr,L,
calaveras,2020,prefire,BigTrees13,vs,juncus,live,GR,na,tr,M,
calaveras,2020,prefire,BigTrees11,vs,juncus,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,juncus,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees07,vs,juncus,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees33,vs,juncus,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees32,km,juncus,live,GR,na,tr,"in press, pics on km phone, same as vs sample, triangular achene",
calaveras,2020,prefire,BigTrees04,km,juncus,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees21,vs,JUNEFF,live,GR,na,tr,juncus effusus,
calaveras,2020,prefire,BigTrees24,ag,KELGAL,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees36,ag,KELGAL,live,FB,na,0.1,,
calaveras,2020,prefire,BigTrees27,km,KELGAL,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees25,km,KELGAL,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees29,km,KELGAL,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees02,vs,lepcil,live,fb,na,tr,,
calaveras,2020,prefire,BigTrees11,vs,lepcil,live,fb,na,tr,,
calaveras,2020,prefire,BigTrees12,vs,lepcil,live,fb,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,lepcil,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,lothum,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,LUPPOL,live,FB,na,3,lupinus polyphyllus,
calaveras,2020,prefire,BigTrees32,km,LUZCOM,live,GR,na,tr,"luzula comosa, keyed out by km  senesced sample  in press",
calaveras,2020,prefire,BigTrees31,vs,madele,live,FB,na,1,,
calaveras,2020,prefire,BigTrees32,km,madele,live,FB,na,tr,"in press, pics on km phone, same as vs sample, smelly, tar plant",
calaveras,2020,prefire,BigTrees11,vs,madele,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees10,vs,madele,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees21,vs,madele,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,madgra,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,madia,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees29,km,maianthemum,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees01,km,maianthemum,live,FB,na,3,,
calaveras,2020,prefire,BigTrees35,km,maianthemum,live,FB,na,1,,
calaveras,2020,prefire,BigTrees36,ag,MAISTE,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees13,vs,melica,live,GR,na,tr,L,
calaveras,2020,prefire,BigTrees13,vs,melica,live,GR,na,tr,M,
calaveras,2020,prefire,BigTrees11,vs,melica,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees12,vs,melica,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees33,vs,melica,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees04,km,melica,live,GR,na,1,"grass3, large leaves, 1.3m tall, pics in km phone, in press",
calaveras,2020,prefire,BigTrees31,vs,microseris,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees27,km,OSMBER,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees01,km,OSMBER,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees35,km,OSMBER,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees04,km,OSMBER,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees27,km,PENLAE,live,FB,na,tr,pen leatus,
calaveras,2020,prefire,BigTrees32,km,penstemon,live,FB,na,tr,in press,
calaveras,2020,prefire,BigTrees04,km,penstemon,live,FB,na,tr,"pictures on km phone, in press",
calaveras,2020,prefire,BigTrees04,km,penstemon,live,FB,na,tr,"pictures on km phone, in press",
calaveras,2020,prefire,BigTrees31,vs,penstemon,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,pentri,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees22,"ag, lh",PILA,live,TR,TOV,25,,
calaveras,2020,prefire,BigTrees22,"ag, lh",PILA,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees22,"ag, lh",PILA,live,TR,TSE,2,,
calaveras,2020,prefire,BigTrees22,"ag, lh",PILA,dead,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees24,ag,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees24,ag,PILA,dead,TR,TOV,1,,
calaveras,2020,prefire,BigTrees24,ag,PILA,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees36,ag,PILA,live,TR,TSA,3,,
calaveras,2020,prefire,BigTrees36,ag,PILA,live,TR,TSE,0.5,,
calaveras,2020,prefire,BigTrees27,km,PILA,live,TR,TSA,4,,
calaveras,2020,prefire,BigTrees27,km,PILA,dead,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees27,km,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees25,km,PILA,live,TR,TSE,1.5,,
calaveras,2020,prefire,BigTrees25,km,PILA,live,TR,TSA,5,,
calaveras,2020,prefire,BigTrees29,km,PILA,live,TR,TOV,32,,
calaveras,2020,prefire,BigTrees29,km,PILA,live,TR,TSE,3,,
calaveras,2020,prefire,BigTrees29,km,PILA,dead,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees29,km,PILA,live,TR,TSA,1.5,,
calaveras,2020,prefire,BigTrees01,km,PILA,live,TR,TSA,1.5,,
calaveras,2020,prefire,BigTrees01,km,PILA,live,TR,TSE,1.5,,
calaveras,2020,prefire,BigTrees35,km,PILA,live,TR,TSE,6,,
calaveras,2020,prefire,BigTrees35,km,PILA,live,TR,TSA,5,,
calaveras,2020,prefire,BigTrees35,km,PILA,live,TR,TOV,32,,
calaveras,2020,prefire,BigTrees06,km,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees06,km,PILA,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees06,km,PILA,dead,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees06,km,PILA,live,TR,TOV,10,,
calaveras,2020,prefire,BigTrees32,km,PILA,live,TR,TSA,0.5,,
calaveras,2020,prefire,BigTrees32,km,PILA,live,TR,TSE,0.5,,
calaveras,2020,prefire,BigTrees14,km,PILA,live,TR,TSE,1,,
calaveras,2020,prefire,BigTrees14,km,PILA,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees14,km,PILA,dead,TR,TOV,5,,
calaveras,2020,prefire,BigTrees04,km,PILA,live,TR,TSE,0.5,,
calaveras,2020,prefire,BigTrees04,km,PILA,dead,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees04,km,PILA,live,TR,TSA,9,,
calaveras,2020,prefire,BigTrees05,km,PILA,live,TR,TSE,1,,
calaveras,2020,prefire,BigTrees05,km,PILA,live,TR,TOV,2.5,,
calaveras,2020,prefire,BigTrees05,km,PILA,live,TR,TOV,3,,
calaveras,2020,prefire,BigTrees05,km,PILA,dead,TR,TOV,1,,
calaveras,2020,prefire,BigTrees34,km,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees34,km,PILA,live,TR,TOV,8,,
calaveras,2020,prefire,BigTrees21,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees21,vs,PILA,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees21,vs,PILA,live,TR,TOV,14,,
calaveras,2020,prefire,BigTrees23,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees23,vs,PILA,live,TR,TSA,25,,
calaveras,2020,prefire,BigTrees23,vs,PILA,live,TR,TOV,10,,
calaveras,2020,prefire,BigTrees20,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees20,vs,PILA,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees20,vs,PILA,live,TR,TOV,6,,
calaveras,2020,prefire,BigTrees28,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees28,vs,PILA,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees28,vs,PILA,live,TR,TOV,23,,
calaveras,2020,prefire,BigTrees19,vs,PILA,live,TR,TSE,4,,
calaveras,2020,prefire,BigTrees19,vs,PILA,live,TR,TSA,12,,
calaveras,2020,prefire,BigTrees19,vs,PILA,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees18,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees18,vs,PILA,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees18,vs,PILA,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees17,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees17,vs,PILA,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees17,vs,PILA,live,TR,TOV,16,,
calaveras,2020,prefire,BigTrees09,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees09,vs,PILA,dead,TR,TSE,tr,Added during QAQC using regen data,
calaveras,2020,prefire,BigTrees09,vs,PILA,live,TR,TSA,10,,
calaveras,2020,prefire,BigTrees09,vs,PILA,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees09,vs,PILA,dead,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees09,vs,PILA,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees08,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees08,vs,PILA,live,TR,TSA,2,,
calaveras,2020,prefire,BigTrees08,vs,PILA,live,TR,TOV,24,,
calaveras,2020,prefire,BigTrees02,vs,PILA,live,TR,TSE,5,,
calaveras,2020,prefire,BigTrees02,vs,PILA,live,TR,TSA,10,,
calaveras,2020,prefire,BigTrees03,vs,PILA,live,TR,TSE,1,,
calaveras,2020,prefire,BigTrees03,vs,PILA,live,TR,TSA,11,,
calaveras,2020,prefire,BigTrees03,vs,PILA,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees03,vs,PILA,dead,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees30,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees30,vs,PILA,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees30,vs,PILA,dead,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees30,vs,PILA,live,TR,TOV,12,,
calaveras,2020,prefire,BigTrees13,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees13,vs,PILA,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees13,vs,PILA,live,TR,TOV,6,,
calaveras,2020,prefire,BigTrees12,vs,PILA,live,TR,TSE,2,,
calaveras,2020,prefire,BigTrees12,vs,PILA,live,TR,TSA,27,,
calaveras,2020,prefire,BigTrees12,vs,PILA,live,TR,TOV,2,,
calaveras,2020,prefire,BigTrees12,vs,PILA,dead,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees10,vs,PILA,live,TR,TSE,2,,
calaveras,2020,prefire,BigTrees10,vs,PILA,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees10,vs,PILA,live,TR,TOV,23,,
calaveras,2020,prefire,BigTrees07,vs,PILA,live,TR,TSE,5,,
calaveras,2020,prefire,BigTrees07,vs,PILA,live,TR,TSA,45,,
calaveras,2020,prefire,BigTrees07,vs,PILA,dead,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees07,vs,PILA,live,TR,TOV,5,,
calaveras,2020,prefire,BigTrees15,vs,PILA,live,TR,TSE,tr,Added during QAQC using regen data,
calaveras,2020,prefire,BigTrees15,vs,PILA,live,TR,TSA,2,,
calaveras,2020,prefire,BigTrees33,vs,PILA,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees33,vs,PILA,live,TR,TSA,2,,
calaveras,2020,prefire,BigTrees33,vs,PILA,live,TR,TOV,7,,
calaveras,2020,prefire,BigTrees33,vs,PILA,live,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees22,"ag, lh",PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees27,km,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees29,km,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees35,km,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees06,km,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees06,km,PIPO,live,TR,TOV,22,,
calaveras,2020,prefire,BigTrees06,km,PIPO,dead,TR,TOV,2,,
calaveras,2020,prefire,BigTrees32,km,PIPO,live,TR,TOV,6,,
calaveras,2020,prefire,BigTrees32,km,PIPO,live,TR,TSA,0.5,,
calaveras,2020,prefire,BigTrees32,km,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees32,km,PIPO,dead,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees14,km,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees14,km,PIPO,live,TR,TOV,10,,
calaveras,2020,prefire,BigTrees04,km,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees04,km,PIPO,live,TR,TSA,2,,
calaveras,2020,prefire,BigTrees05,km,PIPO,live,TR,TSE,0.5,,
calaveras,2020,prefire,BigTrees05,km,PIPO,live,TR,TSA,1.5,,
calaveras,2020,prefire,BigTrees05,km,PIPO,live,TR,TOV,4,,
calaveras,2020,prefire,BigTrees20,vs,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees20,vs,PIPO,live,TR,TOV,6,,
calaveras,2020,prefire,BigTrees28,vs,PIPO,dead,TR,TOV,1,,
calaveras,2020,prefire,BigTrees09,vs,PIPO,live,TR,TSE,tr,Added during QAQC using regen data,
calaveras,2020,prefire,BigTrees09,vs,PIPO,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees08,vs,PIPO,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees08,vs,PIPO,dead,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees02,vs,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees02,vs,PIPO,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees02,vs,PIPO,live,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees03,vs,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees03,vs,PIPO,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees03,vs,PIPO,dead,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees31,vs,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees31,vs,PIPO,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees31,vs,PIPO,dead,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees30,vs,PIPO,live,TR,TSE,tr,Added during QAQC using regen data,
calaveras,2020,prefire,BigTrees30,vs,PIPO,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees13,vs,PIPO,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees13,vs,PIPO,live,TR,TOV,13,,
calaveras,2020,prefire,BigTrees11,vs,PIPO,live,TR,TSE,tr,Added during QAQC using regen data,
calaveras,2020,prefire,BigTrees11,vs,PIPO,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees11,vs,PIPO,live,TR,TOV,6,,
calaveras,2020,prefire,BigTrees12,vs,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees12,vs,PIPO,live,TR,TSA,1,,
calaveras,2020,prefire,BigTrees12,vs,PIPO,live,TR,TOV,3,,
calaveras,2020,prefire,BigTrees10,vs,PIPO,live,TR,TOV,5,,
calaveras,2020,prefire,BigTrees07,vs,PIPO,live,TR,TSE,tr,Added during QAQC using regen data,
calaveras,2020,prefire,BigTrees07,vs,PIPO,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees07,vs,PIPO,live,TR,TOV,3,,
calaveras,2020,prefire,BigTrees33,vs,PIPO,live,TR,TSE,tr,,
calaveras,2020,prefire,BigTrees33,vs,PIPO,live,TR,TSA,tr,,
calaveras,2020,prefire,BigTrees33,vs,PIPO,live,TR,TOV,1,,
calaveras,2020,prefire,BigTrees33,vs,PIPO,live,TR,TOV,tr,,
calaveras,2020,prefire,BigTrees31,vs,plaere,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees20,vs,poaz,live,GR,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,polemon_annual,live,FB,na,tr,,
calaveras,2020,prefire,BigTrees31,vs,polygonum,live,FB,na,tr,,
