site,plotid,year,pre_post_fire,azimuth,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,postTime,slope_percent,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth,sum_d2_1000r_cm2,sum_d2_1000s_cm2,plot_id_time
caples,105,2019,prefire,0,2,2,4,11.3,10,2,0,0,1,15,0,0,0,5,"Litter at 3.8 was mostly charred, so reduce ht by 50% for fuel",,0,,,0,0.5,6.66666666666667,caples_105_2019_prefire_NA_0,0,0,105 prefire NA
caples,105,2019,prefire,0,2,2,4,11.3,10,2,0,0,1,15,0,0,0,5,"Litter at 3.8 was mostly charred, so reduce ht by 50% for fuel",immediate,0,5,2,0.666666666666667,2,6.66666666666667,caples_105_2019_prefire_immediate_0,0,0,105 prefire immediate
caples,105,2019,prefire,180,2,2,4,11.3,3,1,1,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_105_2019_prefire_NA_180,0,0,105 prefire NA
caples,105,2019,prefire,180,2,2,4,11.3,3,1,1,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_105_2019_prefire_immediate_180,0,0,105 prefire immediate
caples,105,2019,prefire,270,2,2,4,11.3,1,1,0,0,0,0,0,0,0.01,0,,,0,,,0,0,0.00333333333333333,caples_105_2019_prefire_NA_270,0,0,105 prefire NA
caples,105,2019,prefire,270,2,2,4,11.3,1,1,0,0,0,0,0,0,0.01,0,,immediate,0,0,0,0,0,0.00333333333333333,caples_105_2019_prefire_immediate_270,0,2304,105 prefire immediate
caples,105,2020,postfire,90,2,2,4,11.3,6,0,0,0,2,0,0,0,0,2,,,0,,,0,1,0.666666666666667,caples_105_2020_postfire_NA_90,0,0,105 postfire NA
caples,105,2020,postfire,90,2,2,4,11.3,6,0,0,0,2,0,0,0,0,2,,1yr,0,2,0,0,1.33333333333333,0.666666666666667,caples_105_2020_postfire_1yr_90,0,0,105 postfire 1yr
caples,105,2020,postfire,0,2,2,4,11.3,28,6,0,1,2,3.1,2,1,5,2,,,0,,,1.5,1.5,3.36666666666667,caples_105_2020_postfire_NA_0,0,0,105 postfire NA
caples,105,2020,postfire,0,2,2,4,11.3,28,6,0,1,2,3.1,2,1,5,2,,1yr,0,1,0,1,1.33333333333333,3.36666666666667,caples_105_2020_postfire_1yr_0,0,0,105 postfire 1yr
caples,105,2020,postfire,180,2,2,4,11.3,3,0,0,0,1,0,0,0,0,33,,,0,,,0,0.5,11,caples_105_2020_postfire_NA_180,0,0,105 postfire NA
caples,105,2020,postfire,180,2,2,4,11.3,3,0,0,0,1,0,0,0,0,33,,1yr,0,0,0,0,0.333333333333333,11,caples_105_2020_postfire_1yr_180,0,0,105 postfire 1yr
caples,105,2020,postfire,270,2,2,4,11.3,16,1,0,0,1,2.9,0,0,2.7,0,,,0,,,0,0.5,1.86666666666667,caples_105_2020_postfire_NA_270,0,0,105 postfire NA
caples,105,2020,postfire,270,2,2,4,11.3,16,1,0,0,1,2.9,0,0,2.7,0,,1yr,0,1,0,0,0.666666666666667,1.86666666666667,caples_105_2020_postfire_1yr_270,0,2601,105 postfire 1yr
caples,106,2013-2018,prefire,90,2,2,4,11.3,10,2,0,0,2,3,5,2,0,2,,,0,,,2.5,2,1.66666666666667,caples_106_2013-2018_prefire_NA_90,0,0,106 prefire NA
caples,106,2013-2018,prefire,90,2,2,4,11.3,10,2,0,0,2,3,5,2,0,2,,,0,2,4,3,2,1.66666666666667,caples_106_2013-2018_prefire_NA_90,0,0,106 prefire NA
caples,106,2013-2018,prefire,0,2,2,4,11.3,13,3,4,0,3,0,4,0,12,10,,,0,,,2,1.5,7.33333333333333,caples_106_2013-2018_prefire_NA_0,0,2916,106 prefire NA
caples,106,2013-2018,prefire,0,2,2,4,11.3,13,3,4,0,3,0,4,0,12,10,,,0,3,5,3,2,7.33333333333333,caples_106_2013-2018_prefire_NA_0,0,2916,106 prefire NA
caples,106,2013-2018,prefire,180,2,2,4,11.3,7,3,1,0,3,6,0,0,0,0,,,0,,,0,1.5,2,caples_106_2013-2018_prefire_NA_180,5041,0,106 prefire NA
caples,106,2013-2018,prefire,180,2,2,4,11.3,7,3,1,0,3,6,0,0,0,0,,,0,4,3,1,2.33333333333333,2,caples_106_2013-2018_prefire_NA_180,5041,0,106 prefire NA
caples,106,2013-2018,prefire,270,2,2,4,11.3,8,1,0,6,3,0,0,2,0,0,,,0,,,3,2.5,0,caples_106_2013-2018_prefire_NA_270,0,0,106 prefire NA
caples,106,2013-2018,prefire,270,2,2,4,11.3,8,1,0,6,3,0,0,2,0,0,,,0,0,0,2,1.66666666666667,0,caples_106_2013-2018_prefire_NA_270,0,0,106 prefire NA
caples,107,2013-2018,prefire,90,2,2,4,11.3,14,5,0,4,4,4,5,7,0,0,,,0,,,4.5,5.5,1.33333333333333,caples_107_2013-2018_prefire_NA_90,0,0,107 prefire NA
caples,107,2013-2018,prefire,90,2,2,4,11.3,14,5,0,4,4,4,5,7,0,0,,,0,5,0,3,5.33333333333333,1.33333333333333,caples_107_2013-2018_prefire_NA_90,0,0,107 prefire NA
caples,107,2013-2018,prefire,0,2,2,4,11.3,16,6,2,5,6,4,6,6,0,7,,,0,,,5.5,6,3.66666666666667,caples_107_2013-2018_prefire_NA_0,0,0,107 prefire NA
caples,107,2013-2018,prefire,0,2,2,4,11.3,16,6,2,5,6,4,6,6,0,7,,,0,5,7,6,5.66666666666667,3.66666666666667,caples_107_2013-2018_prefire_NA_0,0,0,107 prefire NA
caples,107,2013-2018,prefire,180,2,2,4,11.3,21,7,1,7,4,0,7,4,10,0,,,0,,,7,4,3.33333333333333,caples_107_2013-2018_prefire_NA_180,0,0,107 prefire NA
caples,107,2013-2018,prefire,180,2,2,4,11.3,21,7,1,7,4,0,7,4,10,0,,,0,6,15,9.66666666666667,4.66666666666667,3.33333333333333,caples_107_2013-2018_prefire_NA_180,0,0,107 prefire NA
caples,107,2013-2018,prefire,270,2,2,4,11.3,22,8,1,11,8,11,1,10,0,0,,,0,,,6,9,3.66666666666667,caples_107_2013-2018_prefire_NA_270,0,0,107 prefire NA
caples,107,2013-2018,prefire,270,2,2,4,11.3,22,8,1,11,8,11,1,10,0,0,,,0,8,14,8.66666666666667,8.66666666666667,3.66666666666667,caples_107_2013-2018_prefire_NA_270,0,0,107 prefire NA
caples,108,2013-2018,prefire,90,2,2,4,11.3,71,20,1,0,2,1,1,2,12,0,,,0,,,0.5,2,4.33333333333333,caples_108_2013-2018_prefire_NA_90,0,169,108 prefire NA
caples,108,2013-2018,prefire,90,2,2,4,11.3,71,20,1,0,2,1,1,2,12,0,,,0,7,0,0.333333333333333,3.66666666666667,4.33333333333333,caples_108_2013-2018_prefire_NA_90,0,169,108 prefire NA
caples,108,2013-2018,prefire,0,2,2,4,11.3,13,9,0,4,4,0,4,5,3,0,,,0,,,4,4.5,1,caples_108_2013-2018_prefire_NA_0,0,0,108 prefire NA
caples,108,2013-2018,prefire,0,2,2,4,11.3,13,9,0,4,4,0,4,5,3,0,,,0,7,9,5.66666666666667,5.33333333333333,1,caples_108_2013-2018_prefire_NA_0,0,0,108 prefire NA
caples,108,2013-2018,prefire,180,2,2,4,11.3,37,10,4,4,7,9,2,4,2,4,,,0,,,3,5.5,5,caples_108_2013-2018_prefire_NA_180,0,1314,108 prefire NA
caples,108,2013-2018,prefire,180,2,2,4,11.3,37,10,4,4,7,9,2,4,2,4,,,0,5,3,3,5.33333333333333,5,caples_108_2013-2018_prefire_NA_180,0,1314,108 prefire NA
caples,108,2013-2018,prefire,270,2,2,4,11.3,5,5,1,5,10,5,10,6,3,0,,,0,,,7.5,8,2.66666666666667,caples_108_2013-2018_prefire_NA_270,0,361,108 prefire NA
caples,108,2013-2018,prefire,270,2,2,4,11.3,5,5,1,5,10,5,10,6,3,0,,,0,9,0,5,8.33333333333333,2.66666666666667,caples_108_2013-2018_prefire_NA_270,0,361,108 prefire NA
caples,109,2013-2018,prefire,90,2,2,4,11.3,34,11,7,0,3,0,7,2,21,15,,,0,,,3.5,2.5,12,caples_109_2013-2018_prefire_NA_90,0,3786,109 prefire NA
caples,109,2013-2018,prefire,90,2,2,4,11.3,34,11,7,0,3,0,7,2,21,15,,,0,10,0,2.33333333333333,5,12,caples_109_2013-2018_prefire_NA_90,0,3786,109 prefire NA
caples,109,2013-2018,prefire,0,2,2,4,11.3,19,6,2,0,1,0,2,6,88,1,,,0,,,1,3.5,29.6666666666667,caples_109_2013-2018_prefire_NA_0,0,8355,109 prefire NA
caples,109,2013-2018,prefire,0,2,2,4,11.3,19,6,2,0,1,0,2,6,88,1,,,0,1,3,1.66666666666667,2.66666666666667,29.6666666666667,caples_109_2013-2018_prefire_NA_0,0,8355,109 prefire NA
caples,109,2013-2018,prefire,180,2,2,4,11.3,19,5,3,0,0,0,0,5,0,0,,,0,,,0,2.5,0,caples_109_2013-2018_prefire_NA_180,0,0,109 prefire NA
caples,109,2013-2018,prefire,180,2,2,4,11.3,19,5,3,0,0,0,0,5,0,0,,,0,0,0,0,1.66666666666667,0,caples_109_2013-2018_prefire_NA_180,0,0,109 prefire NA
caples,109,2013-2018,prefire,270,2,2,4,11.3,29,11,5,2,5,2,7,4,0,6,,,0,,,4.5,4.5,2.66666666666667,caples_109_2013-2018_prefire_NA_270,225,265,109 prefire NA
caples,109,2013-2018,prefire,270,2,2,4,11.3,29,11,5,2,5,2,7,4,0,6,,,0,3,4,4.33333333333333,4,2.66666666666667,caples_109_2013-2018_prefire_NA_270,225,265,109 prefire NA
caples,11,2013-2018,prefire,0,2,2,4,11.3,27,3,1,3,4,5,2,6,7,,,,0,,,2.5,5,6,caples_11_2013-2018_prefire_NA_0,900,356,11 prefire NA
caples,11,2013-2018,prefire,0,2,2,4,11.3,27,3,1,3,4,5,2,6,7,,,,0,,,2.5,5,6,caples_11_2013-2018_prefire_NA_0,900,356,11 prefire NA
caples,11,2013-2018,prefire,180,2,2,4,11.3,5,0,0,6,10,11,0,1,3,,,,0,,,3,5.5,7,caples_11_2013-2018_prefire_NA_180,0,10000,11 prefire NA
caples,11,2013-2018,prefire,180,2,2,4,11.3,5,0,0,6,10,11,0,1,3,,,,0,,,3,5.5,7,caples_11_2013-2018_prefire_NA_180,0,10000,11 prefire NA
caples,11,2013-2018,prefire,270,2,2,4,11.3,28,5,2,4,5,6,5,5,4,,,,0,,,4.5,5,5,caples_11_2013-2018_prefire_NA_270,0,0,11 prefire NA
caples,11,2013-2018,prefire,270,2,2,4,11.3,28,5,2,4,5,6,5,5,4,,,,0,,,4.5,5,5,caples_11_2013-2018_prefire_NA_270,0,0,11 prefire NA
caples,11,2019,prefire,90,2,2,4,11.3,17,6,0,1,0,0,1,0,0,0,,,0,,,1,0,0,caples_11_2019_prefire_NA_90,0,0,11 prefire NA
caples,11,2019,prefire,90,2,2,4,11.3,17,6,0,1,0,0,1,0,0,0,,immediate,0,0,0,0.666666666666667,0,0,caples_11_2019_prefire_immediate_90,0,0,11 prefire immediate
caples,11,2019,prefire,0,2,2,4,11.3,6,1,0,0,0,0,0,0,0.9,2,,,0,,,0,0,0.966666666666667,caples_11_2019_prefire_NA_0,0,0,11 prefire NA
caples,11,2019,prefire,0,2,2,4,11.3,6,1,0,0,0,0,0,0,0.9,2,,immediate,0,0,2,0.666666666666667,0,0.966666666666667,caples_11_2019_prefire_immediate_0,0,0,11 prefire immediate
caples,11,2019,prefire,180,2,2,4,11.3,4,0,0,0,2,2,2,0,0,0,,,0,,,1,1,0.666666666666667,caples_11_2019_prefire_NA_180,0,0,11 prefire NA
caples,11,2019,prefire,180,2,2,4,11.3,4,0,0,0,2,2,2,0,0,0,,immediate,0,0,0,0.666666666666667,0.666666666666667,0.666666666666667,caples_11_2019_prefire_immediate_180,0,0,11 prefire immediate
caples,11,2019,prefire,270,2,2,4,11.3,1,1,0,2,0,0,2,2,0,0,,,0,,,2,1,0,caples_11_2019_prefire_NA_270,0,0,11 prefire NA
caples,11,2019,prefire,270,2,2,4,11.3,1,1,0,2,0,0,2,2,0,0,,immediate,0,1,1,1.66666666666667,1,0,caples_11_2019_prefire_immediate_270,0,144,11 prefire immediate
caples,11,2020,postfire,90,2,2,4,11.3,18,0,0,0,2,0,0,2,0,2,,,0,,,0,2,0.666666666666667,caples_11_2020_postfire_NA_90,0,0,11 postfire NA
caples,11,2020,postfire,90,2,2,4,11.3,18,0,0,0,2,0,0,2,0,2,,1yr,0,2,1,0.333333333333333,2,0.666666666666667,caples_11_2020_postfire_1yr_90,0,0,11 postfire 1yr
caples,11,2020,postfire,0,2,2,4,11.3,8,2,0,0,6,0,0,2,2.6,14,,,0,,,0,4,5.53333333333333,caples_11_2020_postfire_NA_0,0,0,11 postfire NA
caples,11,2020,postfire,0,2,2,4,11.3,8,2,0,0,6,0,0,2,2.6,14,,1yr,0,2,0,0,3.33333333333333,5.53333333333333,caples_11_2020_postfire_1yr_0,0,0,11 postfire 1yr
caples,11,2020,postfire,180,2,2,4,11.3,10,1,0,0,0,0,0,1,6.2,0,,,0,,,0,0.5,2.06666666666667,caples_11_2020_postfire_NA_180,0,0,11 postfire NA
caples,11,2020,postfire,180,2,2,4,11.3,10,1,0,0,0,0,0,1,6.2,0,,1yr,0,1,0,0,0.666666666666667,2.06666666666667,caples_11_2020_postfire_1yr_180,0,0,11 postfire 1yr
caples,11,2020,postfire,270,2,2,4,11.3,6,1,0,0,1,7.5,0,2,0,0,,,0,,,0,1.5,2.5,caples_11_2020_postfire_NA_270,0,0,11 postfire NA
caples,11,2020,postfire,270,2,2,4,11.3,6,1,0,0,1,7.5,0,2,0,0,,1yr,0,2,0,0,1.66666666666667,2.5,caples_11_2020_postfire_1yr_270,0,110.25,11 postfire 1yr
caples,110,2013-2018,prefire,90,2,2,4,11.3,11,4,0,0,0,0,0,0,0,4,,,0,,,0,0,1.33333333333333,caples_110_2013-2018_prefire_NA_90,169,0,110 prefire NA
caples,110,2013-2018,prefire,90,2,2,4,11.3,11,4,0,0,0,0,0,0,0,4,,,0,3,7,2.33333333333333,1,1.33333333333333,caples_110_2013-2018_prefire_NA_90,169,0,110 prefire NA
caples,110,2013-2018,prefire,0,2,2,4,11.3,53,7,0,12,5,0,6,3,1,0,,,0,,,9,4,0.333333333333333,caples_110_2013-2018_prefire_NA_0,0,0,110 prefire NA
caples,110,2013-2018,prefire,0,2,2,4,11.3,53,7,0,12,5,0,6,3,1,0,,,0,9,0,6,5.66666666666667,0.333333333333333,caples_110_2013-2018_prefire_NA_0,0,0,110 prefire NA
caples,110,2013-2018,prefire,180,2,2,4,11.3,18,5,0,0,0,60,6,4,0,2,,,0,,,3,2,20.6666666666667,caples_110_2013-2018_prefire_NA_180,49284,485,110 prefire NA
caples,110,2013-2018,prefire,180,2,2,4,11.3,18,5,0,0,0,60,6,4,0,2,,,0,0,4,3.33333333333333,1.33333333333333,20.6666666666667,caples_110_2013-2018_prefire_NA_180,49284,485,110 prefire NA
caples,110,2013-2018,prefire,270,2,2,4,11.3,25,2,0,6,4,7,2,5,3.5,19,,,0,,,4,4.5,9.83333333333333,caples_110_2013-2018_prefire_NA_270,0,0,110 prefire NA
caples,110,2013-2018,prefire,270,2,2,4,11.3,25,2,0,6,4,7,2,5,3.5,19,,,0,2,0,2.66666666666667,3.66666666666667,9.83333333333333,caples_110_2013-2018_prefire_NA_270,0,0,110 prefire NA
caples,111,2013-2018,prefire,90,2,2,4,11.3,8,0,0,2,7,0,1,6,5,0,,,0,,,1.5,6.5,1.66666666666667,caples_111_2013-2018_prefire_NA_90,0,325,111 prefire NA
caples,111,2013-2018,prefire,90,2,2,4,11.3,8,0,0,2,7,0,1,6,5,0,,,0,10,2,1.66666666666667,7.66666666666667,1.66666666666667,caples_111_2013-2018_prefire_NA_90,0,325,111 prefire NA
caples,111,2013-2018,prefire,0,2,2,4,11.3,12,1,1,5,1,0,6,6,0,0,,,0,,,5.5,3.5,0,caples_111_2013-2018_prefire_NA_0,0,441,111 prefire NA
caples,111,2013-2018,prefire,0,2,2,4,11.3,12,1,1,5,1,0,6,6,0,0,,,0,5,1,4,4,0,caples_111_2013-2018_prefire_NA_0,0,441,111 prefire NA
caples,111,2013-2018,prefire,180,2,2,4,11.3,1,2,2,8,4,0,10,10,0,0,,,0,,,9,7,0,caples_111_2013-2018_prefire_NA_180,400,1024,111 prefire NA
caples,111,2013-2018,prefire,180,2,2,4,11.3,1,2,2,8,4,0,10,10,0,0,,,0,6,16,11.3333333333333,6.66666666666667,0,caples_111_2013-2018_prefire_NA_180,400,1024,111 prefire NA
caples,111,2013-2018,prefire,270,2,2,4,11.3,1,2,1,8,5,2,18,10,0,0,,,0,,,13,7.5,0.666666666666667,caples_111_2013-2018_prefire_NA_270,0,169,111 prefire NA
caples,111,2013-2018,prefire,270,2,2,4,11.3,1,2,1,8,5,2,18,10,0,0,,,0,4,3,9.66666666666667,6.33333333333333,0.666666666666667,caples_111_2013-2018_prefire_NA_270,0,169,111 prefire NA
caples,111,2019,prefire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_111_2019_prefire_NA_90,0,0,111 prefire NA
caples,111,2019,prefire,90,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_111_2019_prefire_immediate_90,0,169,111 prefire immediate
caples,111,2019,prefire,0,2,2,4,11.3,3,0,1,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_111_2019_prefire_NA_0,0,0,111 prefire NA
caples,111,2019,prefire,0,2,2,4,11.3,3,0,1,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_111_2019_prefire_immediate_0,0,0,111 prefire immediate
caples,111,2019,prefire,180,2,2,4,11.3,6,5,0,0,0,0,0,5,5,6,"Everything consumed, new fuels & litter is freshly fallen",,0,,,0,2.5,3.66666666666667,caples_111_2019_prefire_NA_180,0,0,111 prefire NA
caples,111,2019,prefire,180,2,2,4,11.3,6,5,0,0,0,0,0,5,5,6,"Everything consumed, new fuels & litter is freshly fallen",immediate,0,6,0,0,3.66666666666667,3.66666666666667,caples_111_2019_prefire_immediate_180,0,2025,111 prefire immediate
caples,111,2019,prefire,270,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_111_2019_prefire_NA_270,0,0,111 prefire NA
caples,111,2019,prefire,270,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_111_2019_prefire_immediate_270,0,0,111 prefire immediate
caples,111,2020,postfire,90,2,2,4,11.3,1,0,0,0,11,0,0,2,0,3,,,0,,,0,6.5,1,caples_111_2020_postfire_NA_90,0,0,111 postfire NA
caples,111,2020,postfire,90,2,2,4,11.3,1,0,0,0,11,0,0,2,0,3,,1yr,0,6,0,0,6.33333333333333,1,caples_111_2020_postfire_1yr_90,0,0,111 postfire 1yr
caples,111,2020,postfire,0,2,2,4,11.3,5,1,0,0,1,0.7,0,4,0,4,,,0,,,0,2.5,1.56666666666667,caples_111_2020_postfire_NA_0,0,0,111 postfire NA
caples,111,2020,postfire,0,2,2,4,11.3,5,1,0,0,1,0.7,0,4,0,4,,1yr,0,8,0,0,4.33333333333333,1.56666666666667,caples_111_2020_postfire_1yr_0,0,0,111 postfire 1yr
caples,111,2020,postfire,180,2,2,4,11.3,16,1,1,0,0,41,0,2,5,0,,,0,,,0,1,15.3333333333333,caples_111_2020_postfire_NA_180,0,0,111 postfire NA
caples,111,2020,postfire,180,2,2,4,11.3,16,1,1,0,0,41,0,2,5,0,,1yr,0,1,0,0,1,15.3333333333333,caples_111_2020_postfire_1yr_180,0,0,111 postfire 1yr
caples,111,2020,postfire,270,2,2,4,11.3,3,1,0,0,1,0,0,1,0,0,,,0,,,0,1,0,caples_111_2020_postfire_NA_270,0,0,111 postfire NA
caples,111,2020,postfire,270,2,2,4,11.3,3,1,0,0,1,0,0,1,0,0,,1yr,0,1,0,0,1,0,caples_111_2020_postfire_1yr_270,0,0,111 postfire 1yr
caples,112,2013-2018,prefire,90,2,2,4,11.3,10,12,1,0,2,0,3,2,2,3,,,0,,,1.5,2,1.66666666666667,caples_112_2013-2018_prefire_NA_90,2248,0,112 prefire NA
caples,112,2013-2018,prefire,90,2,2,4,11.3,10,12,1,0,2,0,3,2,2,3,,,0,2,3,2,2,1.66666666666667,caples_112_2013-2018_prefire_NA_90,2248,0,112 prefire NA
caples,112,2013-2018,prefire,0,2,2,4,11.3,4,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_112_2013-2018_prefire_NA_0,0,0,112 prefire NA
caples,112,2013-2018,prefire,0,2,2,4,11.3,4,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0.333333333333333,0,caples_112_2013-2018_prefire_NA_0,0,0,112 prefire NA
caples,112,2013-2018,prefire,180,2,2,4,11.3,6,1,0,0,4,0,0,3,0,0,,,0,,,0,3.5,0,caples_112_2013-2018_prefire_NA_180,0,1465,112 prefire NA
caples,112,2013-2018,prefire,180,2,2,4,11.3,6,1,0,0,4,0,0,3,0,0,,,0,2,0,0,3,0,caples_112_2013-2018_prefire_NA_180,0,1465,112 prefire NA
caples,112,2013-2018,prefire,270,2,2,4,11.3,6,0,0,0,0,1,0,0,0,0,,,0,,,0,0,0.333333333333333,caples_112_2013-2018_prefire_NA_270,0,0,112 prefire NA
caples,112,2013-2018,prefire,270,2,2,4,11.3,6,0,0,0,0,1,0,0,0,0,,,0,2,0,0,0.666666666666667,0.333333333333333,caples_112_2013-2018_prefire_NA_270,0,0,112 prefire NA
caples,113,2013-2018,prefire,90,2,2,4,11.3,16,5,0,0,6,0,6,1,3,0,,,0,,,3,3.5,1,caples_113_2013-2018_prefire_NA_90,0,0,113 prefire NA
caples,113,2013-2018,prefire,90,2,2,4,11.3,16,5,0,0,6,0,6,1,3,0,,,0,1,2,2.66666666666667,2.66666666666667,1,caples_113_2013-2018_prefire_NA_90,0,0,113 prefire NA
caples,113,2013-2018,prefire,0,2,2,4,11.3,33,7,1,3,2,0,2,1,5,0,,,0,,,2.5,1.5,1.66666666666667,caples_113_2013-2018_prefire_NA_0,0,0,113 prefire NA
caples,113,2013-2018,prefire,0,2,2,4,11.3,33,7,1,3,2,0,2,1,5,0,,,0,4,5,3.33333333333333,2.33333333333333,1.66666666666667,caples_113_2013-2018_prefire_NA_0,0,0,113 prefire NA
caples,113,2013-2018,prefire,180,2,2,4,11.3,12,3,0,0,3,0,0,2,0,0,,,0,,,0,2.5,0,caples_113_2013-2018_prefire_NA_180,0,64,113 prefire NA
caples,113,2013-2018,prefire,180,2,2,4,11.3,12,3,0,0,3,0,0,2,0,0,,,0,0,0,0,1.66666666666667,0,caples_113_2013-2018_prefire_NA_180,0,64,113 prefire NA
caples,113,2013-2018,prefire,270,2,2,4,11.3,5,1,1,0,0,0,0,2,0,0,,,0,,,0,1,0,caples_113_2013-2018_prefire_NA_270,0,0,113 prefire NA
caples,113,2013-2018,prefire,270,2,2,4,11.3,5,1,1,0,0,0,0,2,0,0,,,0,1,0,0,1,0,caples_113_2013-2018_prefire_NA_270,0,0,113 prefire NA
caples,114,2013-2018,prefire,90,2,2,4,11.3,9,3,0,4,2,1,10,4,0,0,,,0,,,7,3,0.333333333333333,caples_114_2013-2018_prefire_NA_90,6084,0,114 prefire NA
caples,114,2013-2018,prefire,90,2,2,4,11.3,9,3,0,4,2,1,10,4,0,0,,,0,5,11,8.33333333333333,3.66666666666667,0.333333333333333,caples_114_2013-2018_prefire_NA_90,6084,0,114 prefire NA
caples,114,2013-2018,prefire,0,2,2,4,11.3,3,7,1,9,4,1,6,6,2,0,,,0,,,7.5,5,1,caples_114_2013-2018_prefire_NA_0,0,81,114 prefire NA
caples,114,2013-2018,prefire,0,2,2,4,11.3,3,7,1,9,4,1,6,6,2,0,,,0,8,10,8.33333333333333,6,1,caples_114_2013-2018_prefire_NA_0,0,81,114 prefire NA
caples,114,2013-2018,prefire,180,2,2,4,11.3,3,8,0,0,0,0,0,7,0,0,,,0,,,0,3.5,0,caples_114_2013-2018_prefire_NA_180,0,0,114 prefire NA
caples,114,2013-2018,prefire,180,2,2,4,11.3,3,8,0,0,0,0,0,7,0,0,,,0,4,0,0,3.66666666666667,0,caples_114_2013-2018_prefire_NA_180,0,0,114 prefire NA
caples,114,2013-2018,prefire,270,2,2,4,11.3,0,0,0,0,6,0,0,5,0,0,,,0,,,0,5.5,0,caples_114_2013-2018_prefire_NA_270,0,0,114 prefire NA
caples,114,2013-2018,prefire,270,2,2,4,11.3,0,0,0,0,6,0,0,5,0,0,,,0,5,0,0,5.33333333333333,0,caples_114_2013-2018_prefire_NA_270,0,0,114 prefire NA
caples,115,2013-2018,prefire,90,2,2,4,11.3,0,6,0,3,2,1,0,2,0,1,,,0,,,1.5,2,0.666666666666667,caples_115_2013-2018_prefire_NA_90,0,0,115 prefire NA
caples,115,2013-2018,prefire,90,2,2,4,11.3,0,6,0,3,2,1,0,2,0,1,,,0,2,4,2.33333333333333,2,0.666666666666667,caples_115_2013-2018_prefire_NA_90,0,0,115 prefire NA
caples,115,2013-2018,prefire,0,2,2,4,11.3,3,3,0,0,1,1,0,0,0,3,,,0,,,0,0.5,1.33333333333333,caples_115_2013-2018_prefire_NA_0,0,0,115 prefire NA
caples,115,2013-2018,prefire,0,2,2,4,11.3,3,3,0,0,1,1,0,0,0,3,,,0,2,0,0,1,1.33333333333333,caples_115_2013-2018_prefire_NA_0,0,0,115 prefire NA
caples,115,2013-2018,prefire,180,2,2,4,11.3,1,0,0,0,0,0,0,3,4,0,,,0,,,0,1.5,1.33333333333333,caples_115_2013-2018_prefire_NA_180,0,0,115 prefire NA
caples,115,2013-2018,prefire,180,2,2,4,11.3,1,0,0,0,0,0,0,3,4,0,,,0,3,0,0,2,1.33333333333333,caples_115_2013-2018_prefire_NA_180,0,0,115 prefire NA
caples,115,2013-2018,prefire,270,2,2,4,11.3,4,4,0,0,0,1,0,0,0,0,,,0,,,0,0,0.333333333333333,caples_115_2013-2018_prefire_NA_270,0,0,115 prefire NA
caples,115,2013-2018,prefire,270,2,2,4,11.3,4,4,0,0,0,1,0,0,0,0,,,0,4,4,1.33333333333333,1.33333333333333,0.333333333333333,caples_115_2013-2018_prefire_NA_270,0,0,115 prefire NA
caples,115,2019,prefire,90,2,2,4,11.3,2,0,0,1,0,0,0,0,0,0,,,0,,,0.5,0,0,caples_115_2019_prefire_NA_90,0,0,115 prefire NA
caples,115,2019,prefire,90,2,2,4,11.3,2,0,0,1,0,0,0,0,0,0,,immediate,0,0,0,0.333333333333333,0,0,caples_115_2019_prefire_immediate_90,0,0,115 prefire immediate
caples,115,2019,prefire,0,2,2,4,11.3,3,2,0,0,0,6,1,0,0,0,,,0,,,0.5,0,2,caples_115_2019_prefire_NA_0,0,0,115 prefire NA
caples,115,2019,prefire,0,2,2,4,11.3,3,2,0,0,0,6,1,0,0,0,,immediate,0,2,0,0.333333333333333,0.666666666666667,2,caples_115_2019_prefire_immediate_0,0,0,115 prefire immediate
caples,115,2019,prefire,180,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_115_2019_prefire_NA_180,0,0,115 prefire NA
caples,115,2019,prefire,180,2,2,4,11.3,0,0,0,0,0,0,0,0,0,0,,immediate,0,0,0,0,0,0,caples_115_2019_prefire_immediate_180,0,0,115 prefire immediate
caples,115,2019,prefire,270,2,2,4,11.3,0,3,0,0,0,0,0,0,0,0,,,0,,,0,0,0,caples_115_2019_prefire_NA_270,0,0,115 prefire NA
