site,plotid,year,pre_post_fire,postTime,plot_id_time,azimuth,duff_depth_cm,litter_depth_cm,fuel_depth_cm,mass_1hr,mass_10hr,mass_100hr,mass_cwd_sound,mass_cwd_rotten,total_fine,total_cwd,total_fuel,site_plotid_time
Antelope,Antelope03,2020,prefire,"",Antelope03 prefire NA,90,0.75,0.4,2.2,0.0435980458536585,0.834426175609756,1.10679365853659,0,0,1.98481788,0,1.98481788,Antelope Antelope03 prefire NA
Antelope,Antelope04,2020,prefire,"",Antelope04 prefire NA,0,1.25,0,21.25,0,0,0,0,0,0,0,0,Antelope Antelope04 prefire NA
Antelope,Antelope04,2020,prefire,"",Antelope04 prefire NA,180,10.9,1.75,4.15,0.0145326819512195,0,0,0,0,0.0145326819512195,0,0.0145326819512195,Antelope Antelope04 prefire NA
Antelope,Antelope04,2020,prefire,"",Antelope04 prefire NA,270,2.85,0.5,6.65,0,0,0,0,0,0,0,0,Antelope Antelope04 prefire NA
Antelope,Antelope04,2020,prefire,"",Antelope04 prefire NA,90,8,6,38.5,0,0.278142058536585,1.10679365853659,0,0,1.38493571707317,0,1.38493571707317,Antelope Antelope04 prefire NA
Antelope,Antelope05,2020,prefire,"",Antelope05 prefire NA,0,3.4,0.25,0.75,0.0435980458536585,0,0,1.45688273796676,0,0.0435980458536585,1.45688273796676,1.50048078382042,Antelope Antelope05 prefire NA
Antelope,Antelope05,2020,prefire,"",Antelope05 prefire NA,180,4.45,1.05,1.95,0.0871960917073171,0.556284117073171,0,0,0,0.643480208780488,0,0.643480208780488,Antelope Antelope05 prefire NA
Antelope,Antelope05,2020,prefire,"",Antelope05 prefire NA,270,2.75,0.75,0.8,0.0435980458536585,0.556284117073171,0,0,0,0.599882162926829,0,0.599882162926829,Antelope Antelope05 prefire NA
Antelope,Antelope05,2020,prefire,"",Antelope05 prefire NA,90,1,1,1.25,0.029065363902439,0.556284117073171,0,0,0,0.58534948097561,0,0.58534948097561,Antelope Antelope05 prefire NA
Antelope,Antelope06,2020,prefire,"",Antelope06 prefire NA,0,2,0.875,11.35,0,0,1.10679365853659,3.04237265270883,0,1.10679365853659,3.04237265270883,4.14916631124541,Antelope Antelope06 prefire NA
